EdgeID,Type,IsDirected,Cardinality,UndirectedCardinality,TailCardinality,HeadCardinality
102,DocumentEdge,false,1260,1260,0,0
103,RelatedToEdge,false,457,457,0,0
104,DocumentEdge,false,884,884,0,0
105,RelatedToEdge,false,177,177,0,0
106,DocumentEdge,false,1725,1725,0,0
107,RelatedToEdge,false,643,643,0,0
108,DocumentEdge,false,424,424,0,0
109,RelatedToEdge,false,80,80,0,0
110,DocumentEdge,false,173,173,0,0
111,RelatedToEdge,false,22,22,0,0
112,DocumentEdge,false,290,290,0,0
113,RelatedToEdge,false,61,61,0,0
114,DocumentEdge,false,106,106,0,0
115,RelatedToEdge,false,15,15,0,0
116,DocumentEdge,false,329,329,0,0
117,RelatedToEdge,false,102,102,0,0
118,DocumentEdge,false,105,105,0,0
119,RelatedToEdge,false,23,23,0,0
120,DocumentEdge,false,128,128,0,0
121,RelatedToEdge,false,11,11,0,0
122,DocumentEdge,false,1364,1364,0,0
123,RelatedToEdge,false,344,344,0,0
124,DocumentEdge,false,48,48,0,0
125,RelatedToEdge,false,9,9,0,0
126,DocumentEdge,false,419,419,0,0
127,RelatedToEdge,false,84,84,0,0
128,DocumentEdge,false,419,419,0,0
129,RelatedToEdge,false,70,70,0,0
130,DocumentEdge,false,210,210,0,0
131,RelatedToEdge,false,22,22,0,0
132,DocumentEdge,false,350,350,0,0
133,RelatedToEdge,false,32,32,0,0
134,DocumentEdge,false,129,129,0,0
135,RelatedToEdge,false,16,16,0,0
136,DocumentEdge,false,140,140,0,0
137,RelatedToEdge,false,22,22,0,0
138,DocumentEdge,false,284,284,0,0
139,RelatedToEdge,false,54,54,0,0
140,DocumentEdge,false,1286,1286,0,0
141,RelatedToEdge,false,170,170,0,0
142,DocumentEdge,false,161,161,0,0
143,RelatedToEdge,false,49,49,0,0
144,DocumentEdge,false,1363,1363,0,0
145,RelatedToEdge,false,83,83,0,0
146,DocumentEdge,false,317,317,0,0
147,RelatedToEdge,false,97,97,0,0
148,DocumentEdge,false,607,607,0,0
149,RelatedToEdge,false,72,72,0,0
150,DocumentEdge,false,562,562,0,0
151,RelatedToEdge,false,125,125,0,0
152,DocumentEdge,false,327,327,0,0
153,RelatedToEdge,false,39,39,0,0
154,DocumentEdge,false,333,333,0,0
155,RelatedToEdge,false,40,40,0,0
156,DocumentEdge,false,204,204,0,0
157,RelatedToEdge,false,19,19,0,0
158,DocumentEdge,false,106,106,0,0
159,RelatedToEdge,false,30,30,0,0
160,DocumentEdge,false,66,66,0,0
161,RelatedToEdge,false,14,14,0,0
162,DocumentEdge,false,1345,1345,0,0
163,DocumentEdge,false,50,50,0,0
164,RelatedToEdge,false,16,16,0,0
165,RelatedToEdge,false,350,350,0,0
166,DocumentEdge,false,49,49,0,0
167,RelatedToEdge,false,11,11,0,0
168,DocumentEdge,false,246,246,0,0
169,RelatedToEdge,false,94,94,0,0
170,DocumentEdge,false,290,290,0,0
171,DocumentEdge,false,938,938,0,0
172,RelatedToEdge,false,62,62,0,0
173,RelatedToEdge,false,109,109,0,0
174,DocumentEdge,false,141,141,0,0
175,RelatedToEdge,false,10,10,0,0
176,DocumentEdge,false,293,293,0,0
177,RelatedToEdge,false,25,25,0,0
178,DocumentEdge,false,1944,1944,0,0
179,RelatedToEdge,false,348,348,0,0
180,DocumentEdge,false,287,287,0,0
181,RelatedToEdge,false,48,48,0,0
182,DocumentEdge,false,408,408,0,0
183,RelatedToEdge,false,97,97,0,0
184,DocumentEdge,false,826,826,0,0
185,RelatedToEdge,false,94,94,0,0
186,DocumentEdge,false,602,602,0,0
187,RelatedToEdge,false,119,119,0,0
188,DocumentEdge,false,131,131,0,0
189,RelatedToEdge,false,6,6,0,0
190,DocumentEdge,false,473,473,0,0
191,RelatedToEdge,false,37,37,0,0
192,DocumentEdge,false,67,67,0,0
193,RelatedToEdge,false,11,11,0,0
194,DocumentEdge,false,111,111,0,0
195,RelatedToEdge,false,15,15,0,0
196,DocumentEdge,false,192,192,0,0
197,RelatedToEdge,false,22,22,0,0
198,DocumentEdge,false,563,563,0,0
199,RelatedToEdge,false,71,71,0,0
200,DocumentEdge,false,1598,1598,0,0
201,RelatedToEdge,false,299,299,0,0
202,DocumentEdge,false,188,188,0,0
203,RelatedToEdge,false,21,21,0,0
204,DocumentEdge,false,75,75,0,0
205,RelatedToEdge,false,12,12,0,0
206,DocumentEdge,false,4120,4120,0,0
207,RelatedToEdge,false,1362,1362,0,0
208,DocumentEdge,false,1903,1903,0,0
209,RelatedToEdge,false,283,283,0,0
210,DocumentEdge,false,409,409,0,0
211,RelatedToEdge,false,31,31,0,0
212,DocumentEdge,false,905,905,0,0
213,RelatedToEdge,false,408,408,0,0
214,DocumentEdge,false,300,300,0,0
215,RelatedToEdge,false,46,46,0,0
216,DocumentEdge,false,756,756,0,0
217,RelatedToEdge,false,165,165,0,0
218,DocumentEdge,false,169,169,0,0
219,RelatedToEdge,false,21,21,0,0
220,DocumentEdge,false,249,249,0,0
221,RelatedToEdge,false,28,28,0,0
222,DocumentEdge,false,246,246,0,0
223,RelatedToEdge,false,57,57,0,0
224,DocumentEdge,false,27,27,0,0
225,RelatedToEdge,false,5,5,0,0
226,DocumentEdge,false,415,415,0,0
227,RelatedToEdge,false,51,51,0,0
228,DocumentEdge,false,1034,1034,0,0
229,RelatedToEdge,false,119,119,0,0
230,DocumentEdge,false,138,138,0,0
231,RelatedToEdge,false,24,24,0,0
232,DocumentEdge,false,197,197,0,0
233,RelatedToEdge,false,11,11,0,0
234,DocumentEdge,false,540,540,0,0
235,DocumentEdge,false,916,916,0,0
236,RelatedToEdge,false,161,161,0,0
237,DocumentEdge,false,2943,2943,0,0
238,RelatedToEdge,false,461,461,0,0
239,RelatedToEdge,false,69,69,0,0
240,DocumentEdge,false,593,593,0,0
241,RelatedToEdge,false,69,69,0,0
242,DocumentEdge,false,191,191,0,0
243,RelatedToEdge,false,21,21,0,0
244,DocumentEdge,false,111,111,0,0
245,RelatedToEdge,false,8,8,0,0
246,DocumentEdge,false,132,132,0,0
247,RelatedToEdge,false,6,6,0,0
248,DocumentEdge,false,326,326,0,0
249,RelatedToEdge,false,80,80,0,0
250,DocumentEdge,false,1429,1429,0,0
251,RelatedToEdge,false,366,366,0,0
252,DocumentEdge,false,79,79,0,0
253,RelatedToEdge,false,18,18,0,0
254,DocumentEdge,false,143,143,0,0
255,RelatedToEdge,false,21,21,0,0
256,DocumentEdge,false,52,52,0,0
257,RelatedToEdge,false,9,9,0,0
258,DocumentEdge,false,712,712,0,0
259,RelatedToEdge,false,166,166,0,0
260,DocumentEdge,false,570,570,0,0
261,RelatedToEdge,false,75,75,0,0
262,DocumentEdge,false,379,379,0,0
263,RelatedToEdge,false,108,108,0,0
264,DocumentEdge,false,1138,1138,0,0
265,RelatedToEdge,false,202,202,0,0
266,DocumentEdge,false,2844,2844,0,0
267,DocumentEdge,false,2391,2391,0,0
268,RelatedToEdge,false,383,383,0,0
269,RelatedToEdge,false,505,505,0,0
270,DocumentEdge,false,625,625,0,0
271,RelatedToEdge,false,45,45,0,0
272,DocumentEdge,false,77,77,0,0
273,RelatedToEdge,false,13,13,0,0
274,DocumentEdge,false,2059,2059,0,0
275,RelatedToEdge,false,395,395,0,0
276,DocumentEdge,false,121,121,0,0
277,RelatedToEdge,false,10,10,0,0
278,DocumentEdge,false,741,741,0,0
279,RelatedToEdge,false,199,199,0,0
280,DocumentEdge,false,102,102,0,0
281,RelatedToEdge,false,18,18,0,0
282,DocumentEdge,false,910,910,0,0
283,RelatedToEdge,false,120,120,0,0
284,DocumentEdge,false,834,834,0,0
285,RelatedToEdge,false,144,144,0,0
286,DocumentEdge,false,162,162,0,0
287,RelatedToEdge,false,27,27,0,0
288,DocumentEdge,false,375,375,0,0
289,RelatedToEdge,false,29,29,0,0
290,DocumentEdge,false,222,222,0,0
291,RelatedToEdge,false,24,24,0,0
292,DocumentEdge,false,580,580,0,0
293,RelatedToEdge,false,115,115,0,0
294,DocumentEdge,false,1353,1353,0,0
295,RelatedToEdge,false,224,224,0,0
296,DocumentEdge,false,381,381,0,0
297,RelatedToEdge,false,57,57,0,0
298,DocumentEdge,false,1730,1730,0,0
299,DocumentEdge,false,418,418,0,0
300,RelatedToEdge,false,144,144,0,0
301,RelatedToEdge,false,385,385,0,0
302,DocumentEdge,false,2553,2553,0,0
303,DocumentEdge,false,438,438,0,0
304,RelatedToEdge,false,67,67,0,0
305,RelatedToEdge,false,587,587,0,0
306,DocumentEdge,false,121,121,0,0
307,RelatedToEdge,false,18,18,0,0
308,DocumentEdge,false,78,78,0,0
309,RelatedToEdge,false,12,12,0,0
310,DocumentEdge,false,294,294,0,0
311,RelatedToEdge,false,29,29,0,0
312,DocumentEdge,false,916,916,0,0
313,RelatedToEdge,false,81,81,0,0
314,DocumentEdge,false,762,762,0,0
315,RelatedToEdge,false,91,91,0,0
316,DocumentEdge,false,818,818,0,0
317,DocumentEdge,false,334,334,0,0
318,RelatedToEdge,false,130,130,0,0
319,DocumentEdge,false,2223,2223,0,0
320,RelatedToEdge,false,451,451,0,0
321,DocumentEdge,false,781,781,0,0
322,RelatedToEdge,false,101,101,0,0
323,RelatedToEdge,false,47,47,0,0
324,DocumentEdge,false,106,106,0,0
325,RelatedToEdge,false,16,16,0,0
326,DocumentEdge,false,232,232,0,0
327,RelatedToEdge,false,26,26,0,0
328,DocumentEdge,false,208,208,0,0
329,RelatedToEdge,false,79,79,0,0
330,DocumentEdge,false,1162,1162,0,0
331,RelatedToEdge,false,213,213,0,0
332,DocumentEdge,false,730,730,0,0
333,RelatedToEdge,false,105,105,0,0
334,DocumentEdge,false,83,83,0,0
335,RelatedToEdge,false,7,7,0,0
336,DocumentEdge,false,46,46,0,0
337,RelatedToEdge,false,14,14,0,0
338,DocumentEdge,false,465,465,0,0
339,RelatedToEdge,false,37,37,0,0
340,DocumentEdge,false,195,195,0,0
341,RelatedToEdge,false,26,26,0,0
342,DocumentEdge,false,223,223,0,0
343,RelatedToEdge,false,6,6,0,0
344,DocumentEdge,false,135,135,0,0
345,RelatedToEdge,false,16,16,0,0
346,DocumentEdge,false,1772,1772,0,0
347,RelatedToEdge,false,242,242,0,0
348,DocumentEdge,false,61,61,0,0
349,RelatedToEdge,false,10,10,0,0
350,DocumentEdge,false,1783,1783,0,0
351,RelatedToEdge,false,369,369,0,0
352,DocumentEdge,false,2364,2364,0,0
353,DocumentEdge,false,137,137,0,0
354,RelatedToEdge,false,27,27,0,0
355,DocumentEdge,false,1022,1022,0,0
356,RelatedToEdge,false,299,299,0,0
357,RelatedToEdge,false,311,311,0,0
358,DocumentEdge,false,1091,1091,0,0
359,RelatedToEdge,false,237,237,0,0
360,DocumentEdge,false,191,191,0,0
361,RelatedToEdge,false,28,28,0,0
362,DocumentEdge,false,269,269,0,0
363,RelatedToEdge,false,40,40,0,0
364,DocumentEdge,false,178,178,0,0
365,DocumentEdge,false,2549,2549,0,0
366,DocumentEdge,false,534,534,0,0
367,RelatedToEdge,false,91,91,0,0
368,RelatedToEdge,false,19,19,0,0
369,DocumentEdge,false,454,454,0,0
370,DocumentEdge,false,676,676,0,0
371,DocumentEdge,false,85,85,0,0
372,RelatedToEdge,false,62,62,0,0
373,RelatedToEdge,false,19,19,0,0
374,RelatedToEdge,false,481,481,0,0
375,RelatedToEdge,false,119,119,0,0
376,DocumentEdge,false,61,61,0,0
377,DocumentEdge,false,1179,1179,0,0
378,RelatedToEdge,false,178,178,0,0
379,DocumentEdge,false,13,13,0,0
380,RelatedToEdge,false,3,3,0,0
381,DocumentEdge,false,215,215,0,0
382,RelatedToEdge,false,10,10,0,0
383,DocumentEdge,false,244,244,0,0
384,RelatedToEdge,false,27,27,0,0
385,DocumentEdge,false,1340,1340,0,0
386,RelatedToEdge,false,212,212,0,0
387,DocumentEdge,false,173,173,0,0
388,RelatedToEdge,false,19,19,0,0
389,DocumentEdge,false,109,109,0,0
390,RelatedToEdge,false,12,12,0,0
391,DocumentEdge,false,86,86,0,0
392,RelatedToEdge,false,10,10,0,0
393,DocumentEdge,false,271,271,0,0
394,RelatedToEdge,false,45,45,0,0
395,DocumentEdge,false,711,711,0,0
396,RelatedToEdge,false,82,82,0,0
397,DocumentEdge,false,67,67,0,0
398,RelatedToEdge,false,11,11,0,0
399,DocumentEdge,false,245,245,0,0
400,RelatedToEdge,false,31,31,0,0
401,DocumentEdge,false,71,71,0,0
402,RelatedToEdge,false,12,12,0,0
403,DocumentEdge,false,881,881,0,0
404,DocumentEdge,false,261,261,0,0
405,RelatedToEdge,false,37,37,0,0
406,DocumentEdge,false,240,240,0,0
407,RelatedToEdge,false,18,18,0,0
408,DocumentEdge,false,297,297,0,0
409,RelatedToEdge,false,260,260,0,0
410,RelatedToEdge,false,34,34,0,0
411,DocumentEdge,false,75,75,0,0
412,RelatedToEdge,false,11,11,0,0
413,DocumentEdge,false,93,93,0,0
414,DocumentEdge,false,366,366,0,0
415,RelatedToEdge,false,20,20,0,0
416,DocumentEdge,false,51,51,0,0
417,RelatedToEdge,false,6,6,0,0
418,RelatedToEdge,false,37,37,0,0
419,DocumentEdge,false,208,208,0,0
420,DocumentEdge,false,626,626,0,0
421,RelatedToEdge,false,33,33,0,0
422,RelatedToEdge,false,71,71,0,0
423,DocumentEdge,false,201,201,0,0
424,RelatedToEdge,false,26,26,0,0
425,DocumentEdge,false,132,132,0,0
426,RelatedToEdge,false,23,23,0,0
427,DocumentEdge,false,294,294,0,0
428,RelatedToEdge,false,17,17,0,0
429,DocumentEdge,false,317,317,0,0
430,RelatedToEdge,false,93,93,0,0
431,DocumentEdge,false,2550,2550,0,0
432,DocumentEdge,false,531,531,0,0
433,DocumentEdge,false,441,441,0,0
434,RelatedToEdge,false,102,102,0,0
435,RelatedToEdge,false,136,136,0,0
436,RelatedToEdge,false,935,935,0,0
437,DocumentEdge,false,185,185,0,0
438,RelatedToEdge,false,24,24,0,0
439,DocumentEdge,false,519,519,0,0
440,DocumentEdge,false,427,427,0,0
441,RelatedToEdge,false,22,22,0,0
442,RelatedToEdge,false,42,42,0,0
443,DocumentEdge,false,439,439,0,0
444,DocumentEdge,false,262,262,0,0
445,RelatedToEdge,false,20,20,0,0
446,RelatedToEdge,false,97,97,0,0
447,DocumentEdge,false,349,349,0,0
448,RelatedToEdge,false,46,46,0,0
449,DocumentEdge,false,2208,2208,0,0
450,DocumentEdge,false,492,492,0,0
451,DocumentEdge,false,494,494,0,0
452,DocumentEdge,false,217,217,0,0
453,RelatedToEdge,false,61,61,0,0
454,RelatedToEdge,false,12,12,0,0
455,RelatedToEdge,false,72,72,0,0
456,RelatedToEdge,false,427,427,0,0
457,DocumentEdge,false,491,491,0,0
458,RelatedToEdge,false,25,25,0,0
459,DocumentEdge,false,550,550,0,0
460,RelatedToEdge,false,65,65,0,0
461,DocumentEdge,false,903,903,0,0
462,DocumentEdge,false,929,929,0,0
463,RelatedToEdge,false,148,148,0,0
464,DocumentEdge,false,474,474,0,0
465,RelatedToEdge,false,124,124,0,0
466,DocumentEdge,false,282,282,0,0
467,RelatedToEdge,false,37,37,0,0
468,DocumentEdge,false,282,282,0,0
469,DocumentEdge,false,258,258,0,0
470,RelatedToEdge,false,33,33,0,0
471,DocumentEdge,false,595,595,0,0
472,RelatedToEdge,false,46,46,0,0
473,RelatedToEdge,false,67,67,0,0
474,RelatedToEdge,false,187,187,0,0
475,DocumentEdge,false,195,195,0,0
476,RelatedToEdge,false,18,18,0,0
477,DocumentEdge,false,363,363,0,0
478,DocumentEdge,false,145,145,0,0
479,RelatedToEdge,false,15,15,0,0
480,RelatedToEdge,false,57,57,0,0
481,DocumentEdge,false,137,137,0,0
482,RelatedToEdge,false,18,18,0,0
483,DocumentEdge,false,192,192,0,0
484,DocumentEdge,false,520,520,0,0
485,DocumentEdge,false,1697,1697,0,0
486,DocumentEdge,false,495,495,0,0
487,RelatedToEdge,false,50,50,0,0
488,RelatedToEdge,false,73,73,0,0
489,RelatedToEdge,false,94,94,0,0
490,RelatedToEdge,false,144,144,0,0
491,DocumentEdge,false,117,117,0,0
492,RelatedToEdge,false,11,11,0,0
493,DocumentEdge,false,150,150,0,0
494,RelatedToEdge,false,12,12,0,0
495,DocumentEdge,false,560,560,0,0
496,DocumentEdge,false,185,185,0,0
497,RelatedToEdge,false,47,47,0,0
498,RelatedToEdge,false,33,33,0,0
499,DocumentEdge,false,575,575,0,0
500,DocumentEdge,false,922,922,0,0
501,DocumentEdge,false,298,298,0,0
502,RelatedToEdge,false,29,29,0,0
503,RelatedToEdge,false,194,194,0,0
504,RelatedToEdge,false,108,108,0,0
505,DocumentEdge,false,42,42,0,0
506,RelatedToEdge,false,15,15,0,0
507,DocumentEdge,false,109,109,0,0
508,RelatedToEdge,false,17,17,0,0
509,DocumentEdge,false,1096,1096,0,0
510,RelatedToEdge,false,178,178,0,0
511,DocumentEdge,false,583,583,0,0
512,DocumentEdge,false,1509,1509,0,0
513,RelatedToEdge,false,285,285,0,0
514,DocumentEdge,false,2103,2103,0,0
515,RelatedToEdge,false,279,279,0,0
516,DocumentEdge,false,206,206,0,0
517,RelatedToEdge,false,55,55,0,0
518,DocumentEdge,false,48,48,0,0
519,RelatedToEdge,false,7,7,0,0
520,DocumentEdge,false,704,704,0,0
521,DocumentEdge,false,176,176,0,0
522,RelatedToEdge,false,13,13,0,0
523,RelatedToEdge,false,133,133,0,0
524,DocumentEdge,false,369,369,0,0
525,RelatedToEdge,false,36,36,0,0
526,DocumentEdge,false,1498,1498,0,0
527,RelatedToEdge,false,623,623,0,0
528,DocumentEdge,false,334,334,0,0
529,RelatedToEdge,false,8,8,0,0
530,DocumentEdge,false,221,221,0,0
531,RelatedToEdge,false,10,10,0,0
532,DocumentEdge,false,324,324,0,0
533,RelatedToEdge,false,27,27,0,0
534,DocumentEdge,false,89,89,0,0
535,RelatedToEdge,false,10,10,0,0
536,DocumentEdge,false,323,323,0,0
537,DocumentEdge,false,217,217,0,0
538,RelatedToEdge,false,15,15,0,0
539,DocumentEdge,false,572,572,0,0
540,RelatedToEdge,false,93,93,0,0
541,DocumentEdge,false,123,123,0,0
542,RelatedToEdge,false,10,10,0,0
543,DocumentEdge,false,2956,2956,0,0
544,DocumentEdge,false,333,333,0,0
545,RelatedToEdge,false,55,55,0,0
546,RelatedToEdge,false,233,233,0,0
547,DocumentEdge,false,614,614,0,0
548,RelatedToEdge,false,136,136,0,0
549,DocumentEdge,false,72,72,0,0
550,RelatedToEdge,false,11,11,0,0
551,DocumentEdge,false,427,427,0,0
552,RelatedToEdge,false,29,29,0,0
553,RelatedToEdge,false,363,363,0,0
554,DocumentEdge,false,491,491,0,0
555,RelatedToEdge,false,79,79,0,0
556,DocumentEdge,false,191,191,0,0
557,RelatedToEdge,false,33,33,0,0
558,DocumentEdge,false,666,666,0,0
559,RelatedToEdge,false,58,58,0,0
560,DocumentEdge,false,695,695,0,0
561,RelatedToEdge,false,154,154,0,0
562,DocumentEdge,false,928,928,0,0
563,RelatedToEdge,false,82,82,0,0
564,DocumentEdge,false,1008,1008,0,0
565,RelatedToEdge,false,184,184,0,0
566,DocumentEdge,false,338,338,0,0
567,RelatedToEdge,false,43,43,0,0
568,DocumentEdge,false,500,500,0,0
569,RelatedToEdge,false,500,500,0,0
570,DocumentEdge,false,739,739,0,0
571,DocumentEdge,false,637,637,0,0
572,RelatedToEdge,false,119,119,0,0
573,RelatedToEdge,false,110,110,0,0
574,DocumentEdge,false,400,400,0,0
575,RelatedToEdge,false,15,15,0,0
576,DocumentEdge,false,70,70,0,0
577,RelatedToEdge,false,9,9,0,0
578,DocumentEdge,false,918,918,0,0
579,RelatedToEdge,false,176,176,0,0
580,DocumentEdge,false,37,37,0,0
581,RelatedToEdge,false,7,7,0,0
582,DocumentEdge,false,787,787,0,0
583,RelatedToEdge,false,191,191,0,0
584,DocumentEdge,false,181,181,0,0
585,RelatedToEdge,false,62,62,0,0
586,DocumentEdge,false,323,323,0,0
587,RelatedToEdge,false,44,44,0,0
588,DocumentEdge,false,1896,1896,0,0
589,RelatedToEdge,false,222,222,0,0
590,DocumentEdge,false,127,127,0,0
591,RelatedToEdge,false,33,33,0,0
592,DocumentEdge,false,471,471,0,0
593,RelatedToEdge,false,184,184,0,0
594,DocumentEdge,false,281,281,0,0
595,RelatedToEdge,false,5,5,0,0
596,DocumentEdge,false,2683,2683,0,0
597,RelatedToEdge,false,502,502,0,0
598,DocumentEdge,false,167,167,0,0
599,RelatedToEdge,false,14,14,0,0
600,DocumentEdge,false,1597,1597,0,0
601,RelatedToEdge,false,163,163,0,0
602,DocumentEdge,false,207,207,0,0
603,RelatedToEdge,false,27,27,0,0
604,DocumentEdge,false,87,87,0,0
605,RelatedToEdge,false,19,19,0,0
606,DocumentEdge,false,680,680,0,0
607,DocumentEdge,false,322,322,0,0
608,RelatedToEdge,false,47,47,0,0
609,RelatedToEdge,false,295,295,0,0
610,DocumentEdge,false,279,279,0,0
611,RelatedToEdge,false,19,19,0,0
612,DocumentEdge,false,83,83,0,0
613,RelatedToEdge,false,16,16,0,0
614,DocumentEdge,false,2862,2862,0,0
615,RelatedToEdge,false,448,448,0,0
616,DocumentEdge,false,409,409,0,0
617,RelatedToEdge,false,36,36,0,0
618,DocumentEdge,false,609,609,0,0
619,RelatedToEdge,false,152,152,0,0
620,DocumentEdge,false,376,376,0,0
621,RelatedToEdge,false,91,91,0,0
622,DocumentEdge,false,301,301,0,0
623,RelatedToEdge,false,43,43,0,0
624,DocumentEdge,false,179,179,0,0
625,RelatedToEdge,false,9,9,0,0
626,DocumentEdge,false,256,256,0,0
627,RelatedToEdge,false,24,24,0,0
628,DocumentEdge,false,99,99,0,0
629,RelatedToEdge,false,13,13,0,0
630,DocumentEdge,false,740,740,0,0
631,RelatedToEdge,false,117,117,0,0
632,DocumentEdge,false,220,220,0,0
633,RelatedToEdge,false,32,32,0,0
634,DocumentEdge,false,76,76,0,0
635,DocumentEdge,false,1351,1351,0,0
636,RelatedToEdge,false,295,295,0,0
637,DocumentEdge,false,251,251,0,0
638,RelatedToEdge,false,45,45,0,0
639,RelatedToEdge,false,14,14,0,0
640,DocumentEdge,false,629,629,0,0
641,RelatedToEdge,false,169,169,0,0
642,DocumentEdge,false,306,306,0,0
643,RelatedToEdge,false,26,26,0,0
644,DocumentEdge,false,765,765,0,0
645,RelatedToEdge,false,292,292,0,0
646,DocumentEdge,false,102,102,0,0
647,RelatedToEdge,false,19,19,0,0
648,DocumentEdge,false,85,85,0,0
649,RelatedToEdge,false,16,16,0,0
650,DocumentEdge,false,595,595,0,0
651,DocumentEdge,false,74,74,0,0
652,RelatedToEdge,false,5,5,0,0
653,DocumentEdge,false,210,210,0,0
654,RelatedToEdge,false,12,12,0,0
655,RelatedToEdge,false,158,158,0,0
656,DocumentEdge,false,238,238,0,0
657,RelatedToEdge,false,19,19,0,0
658,DocumentEdge,false,389,389,0,0
659,RelatedToEdge,false,31,31,0,0
660,DocumentEdge,false,294,294,0,0
661,RelatedToEdge,false,88,88,0,0
662,DocumentEdge,false,322,322,0,0
663,RelatedToEdge,false,76,76,0,0
664,DocumentEdge,false,833,833,0,0
665,RelatedToEdge,false,141,141,0,0
666,DocumentEdge,false,317,317,0,0
667,RelatedToEdge,false,92,92,0,0
668,DocumentEdge,false,122,122,0,0
669,RelatedToEdge,false,9,9,0,0
670,DocumentEdge,false,339,339,0,0
671,RelatedToEdge,false,24,24,0,0
672,DocumentEdge,false,191,191,0,0
