NodeID,Type,Degree,InDegree,OutDegree
102,EntityNode,365,365,365
103,EntityNode,365,365,365
104,EntityNode,365,365,365
105,EntityNode,1123,1123,1123
106,EntityNode,234,234,234
107,EntityNode,1123,1123,1123
108,EntityNode,365,365,365
109,EntityNode,365,365,365
110,EntityNode,365,365,365
111,EntityNode,365,365,365
112,EntityNode,1123,1123,1123
113,EntityNode,1123,1123,1123
114,EntityNode,1123,1123,1123
115,EntityNode,1123,1123,1123
116,EntityNode,1123,1123,1123
117,EntityNode,1123,1123,1123
118,EntityNode,1952,1952,1952
119,EntityNode,1952,1952,1952
120,EntityNode,1123,1123,1123
121,EntityNode,1123,1123,1123
122,EntityNode,1123,1123,1123
123,EntityNode,1123,1123,1123
124,EntityNode,1123,1123,1123
125,EntityNode,1123,1123,1123
126,EntityNode,1123,1123,1123
127,EntityNode,1123,1123,1123
128,EntityNode,1123,1123,1123
129,EntityNode,1123,1123,1123
130,EntityNode,1123,1123,1123
131,EntityNode,1123,1123,1123
132,EntityNode,1123,1123,1123
133,EntityNode,1123,1123,1123
134,EntityNode,1123,1123,1123
135,EntityNode,1123,1123,1123
136,EntityNode,1123,1123,1123
137,EntityNode,1123,1123,1123
138,EntityNode,1123,1123,1123
139,EntityNode,1952,1952,1952
140,EntityNode,1123,1123,1123
141,EntityNode,1123,1123,1123
142,EntityNode,1123,1123,1123
143,EntityNode,1123,1123,1123
144,EntityNode,1123,1123,1123
145,EntityNode,1952,1952,1952
146,EntityNode,1123,1123,1123
147,EntityNode,1123,1123,1123
148,EntityNode,1123,1123,1123
149,EntityNode,1952,1952,1952
150,EntityNode,1123,1123,1123
151,EntityNode,1952,1952,1952
152,EntityNode,1123,1123,1123
153,EntityNode,1123,1123,1123
154,EntityNode,1952,1952,1952
155,EntityNode,1123,1123,1123
156,EntityNode,1123,1123,1123
157,EntityNode,1123,1123,1123
158,EntityNode,1123,1123,1123
159,EntityNode,1123,1123,1123
160,EntityNode,1123,1123,1123
161,EntityNode,1123,1123,1123
162,EntityNode,1123,1123,1123
163,EntityNode,1123,1123,1123
164,EntityNode,1123,1123,1123
165,EntityNode,1123,1123,1123
166,EntityNode,1123,1123,1123
167,EntityNode,1123,1123,1123
168,EntityNode,1123,1123,1123
169,EntityNode,1123,1123,1123
170,EntityNode,1123,1123,1123
171,EntityNode,1123,1123,1123
172,EntityNode,1123,1123,1123
173,EntityNode,1123,1123,1123
174,EntityNode,1123,1123,1123
175,EntityNode,1123,1123,1123
176,EntityNode,1123,1123,1123
177,EntityNode,1123,1123,1123
178,EntityNode,1123,1123,1123
179,EntityNode,1123,1123,1123
180,EntityNode,1123,1123,1123
181,EntityNode,1123,1123,1123
182,EntityNode,1123,1123,1123
183,EntityNode,1123,1123,1123
184,EntityNode,1123,1123,1123
185,EntityNode,1123,1123,1123
186,EntityNode,1123,1123,1123
187,EntityNode,1123,1123,1123
188,EntityNode,1123,1123,1123
189,EntityNode,1123,1123,1123
190,EntityNode,1123,1123,1123
191,EntityNode,1123,1123,1123
192,EntityNode,1123,1123,1123
193,EntityNode,1123,1123,1123
194,EntityNode,1123,1123,1123
195,EntityNode,1123,1123,1123
196,EntityNode,1123,1123,1123
197,EntityNode,1123,1123,1123
198,EntityNode,1123,1123,1123
199,EntityNode,1123,1123,1123
200,EntityNode,1123,1123,1123
201,EntityNode,1123,1123,1123
202,EntityNode,1123,1123,1123
203,EntityNode,1123,1123,1123
204,EntityNode,1123,1123,1123
205,EntityNode,1123,1123,1123
206,EntityNode,1123,1123,1123
207,EntityNode,1123,1123,1123
208,EntityNode,1123,1123,1123
209,EntityNode,1123,1123,1123
210,EntityNode,1123,1123,1123
211,EntityNode,1123,1123,1123
212,EntityNode,1123,1123,1123
213,EntityNode,1123,1123,1123
214,EntityNode,1123,1123,1123
215,EntityNode,1123,1123,1123
216,EntityNode,1952,1952,1952
217,EntityNode,1123,1123,1123
218,EntityNode,1123,1123,1123
219,EntityNode,1123,1123,1123
220,EntityNode,1123,1123,1123
221,EntityNode,1123,1123,1123
222,EntityNode,1123,1123,1123
223,EntityNode,1123,1123,1123
224,EntityNode,1123,1123,1123
225,EntityNode,1123,1123,1123
226,EntityNode,1123,1123,1123
227,EntityNode,1123,1123,1123
228,EntityNode,1123,1123,1123
229,EntityNode,1123,1123,1123
230,EntityNode,1123,1123,1123
231,EntityNode,1123,1123,1123
232,EntityNode,1123,1123,1123
233,EntityNode,1123,1123,1123
234,EntityNode,1123,1123,1123
235,EntityNode,1123,1123,1123
236,EntityNode,1123,1123,1123
237,EntityNode,1123,1123,1123
238,EntityNode,1123,1123,1123
239,EntityNode,1123,1123,1123
240,EntityNode,1124,1124,1123
241,EntityNode,1123,1123,1123
242,EntityNode,1123,1123,1123
243,EntityNode,1123,1123,1123
244,EntityNode,1123,1123,1123
245,EntityNode,1123,1123,1123
246,EntityNode,1123,1123,1123
247,EntityNode,1123,1123,1123
248,EntityNode,1123,1123,1123
249,EntityNode,1123,1123,1123
250,EntityNode,1123,1123,1123
251,EntityNode,1123,1123,1123
252,EntityNode,1123,1123,1123
253,EntityNode,1123,1123,1123
254,EntityNode,1123,1123,1123
255,EntityNode,1123,1123,1123
256,EntityNode,1123,1123,1123
257,EntityNode,1123,1123,1123
258,EntityNode,1123,1123,1123
259,EntityNode,1123,1123,1123
260,EntityNode,1123,1123,1123
261,EntityNode,1123,1123,1123
262,EntityNode,1123,1123,1123
263,EntityNode,1123,1123,1123
264,EntityNode,1952,1952,1952
265,EntityNode,1952,1952,1952
266,EntityNode,1123,1123,1123
267,EntityNode,1123,1123,1123
268,EntityNode,1123,1123,1123
269,EntityNode,1123,1123,1123
270,EntityNode,1123,1123,1123
271,EntityNode,1123,1123,1123
272,EntityNode,1123,1123,1123
273,EntityNode,1123,1123,1123
274,EntityNode,1123,1123,1123
275,EntityNode,1123,1123,1123
276,EntityNode,1123,1123,1123
277,EntityNode,1123,1123,1123
278,EntityNode,1123,1123,1123
279,EntityNode,1123,1123,1123
280,EntityNode,1123,1123,1123
281,EntityNode,1123,1123,1123
282,EntityNode,1123,1123,1123
283,EntityNode,1123,1123,1123
284,EntityNode,1123,1123,1123
285,EntityNode,1123,1123,1123
286,EntityNode,1123,1123,1123
287,EntityNode,1123,1123,1123
288,EntityNode,1123,1123,1123
289,EntityNode,1123,1123,1123
290,EntityNode,1123,1123,1123
291,EntityNode,1123,1123,1123
292,EntityNode,1123,1123,1123
293,EntityNode,1123,1123,1123
294,EntityNode,1123,1123,1123
295,EntityNode,1123,1123,1123
296,EntityNode,1123,1123,1123
297,EntityNode,1123,1123,1123
298,EntityNode,1123,1123,1123
299,EntityNode,1123,1123,1123
300,EntityNode,1123,1123,1123
301,EntityNode,1123,1123,1123
302,EntityNode,1123,1123,1123
303,EntityNode,365,365,365
304,EntityNode,365,365,365
305,EntityNode,1123,1123,1123
306,EntityNode,365,365,365
307,EntityNode,365,365,365
308,EntityNode,365,365,365
309,EntityNode,365,365,365
310,EntityNode,1123,1123,1123
311,EntityNode,365,365,365
312,EntityNode,365,365,365
313,EntityNode,365,365,365
314,EntityNode,1123,1123,1123
315,EntityNode,365,365,365
316,EntityNode,365,365,365
317,EntityNode,1123,1123,1123
318,EntityNode,365,365,365
319,EntityNode,365,365,365
320,EntityNode,365,365,365
321,EntityNode,365,365,365
322,EntityNode,365,365,365
323,EntityNode,1123,1123,1123
324,EntityNode,1123,1123,1123
325,EntityNode,1123,1123,1123
326,EntityNode,1123,1123,1123
327,EntityNode,1123,1123,1123
328,EntityNode,1123,1123,1123
329,EntityNode,1123,1123,1123
330,EntityNode,1123,1123,1123
331,EntityNode,1123,1123,1123
332,EntityNode,1123,1123,1123
333,EntityNode,1123,1123,1123
334,EntityNode,1123,1123,1123
335,EntityNode,1123,1123,1123
336,EntityNode,1123,1123,1123
337,EntityNode,1123,1123,1123
338,EntityNode,1123,1123,1123
339,EntityNode,1123,1123,1123
340,EntityNode,1952,1952,1952
341,EntityNode,1123,1123,1123
342,EntityNode,1123,1123,1123
343,EntityNode,1123,1123,1123
344,EntityNode,3360,3360,3360
345,EntityNode,1123,1123,1123
346,EntityNode,1123,1123,1123
347,EntityNode,1123,1123,1123
348,EntityNode,1123,1123,1123
349,EntityNode,1123,1123,1123
350,EntityNode,1952,1952,1952
351,EntityNode,1123,1123,1123
352,EntityNode,1123,1123,1123
353,EntityNode,1123,1123,1123
354,EntityNode,1123,1123,1123
355,EntityNode,1123,1123,1123
356,EntityNode,1123,1123,1123
357,EntityNode,1123,1123,1123
358,EntityNode,1123,1123,1123
359,EntityNode,1123,1123,1123
360,EntityNode,1123,1123,1123
361,EntityNode,1123,1123,1123
362,EntityNode,1123,1123,1123
363,EntityNode,365,365,365
364,EntityNode,365,365,365
365,EntityNode,365,365,365
366,EntityNode,365,365,365
367,EntityNode,365,365,365
368,EntityNode,365,365,365
369,EntityNode,365,365,365
370,EntityNode,365,365,365
371,EntityNode,365,365,365
372,EntityNode,365,365,365
373,EntityNode,365,365,365
374,EntityNode,365,365,365
375,EntityNode,365,365,365
376,EntityNode,365,365,365
377,EntityNode,365,365,365
378,EntityNode,365,365,365
379,EntityNode,365,365,365
380,EntityNode,365,365,365
381,EntityNode,365,365,365
382,EntityNode,365,365,365
383,EntityNode,365,365,365
384,EntityNode,365,365,365
385,EntityNode,365,365,365
386,EntityNode,365,365,365
387,EntityNode,365,365,365
388,EntityNode,365,365,365
389,EntityNode,365,365,365
390,EntityNode,365,365,365
391,EntityNode,365,365,365
392,EntityNode,365,365,365
393,EntityNode,365,365,365
394,EntityNode,365,365,365
395,EntityNode,365,365,365
396,EntityNode,365,365,365
397,EntityNode,365,365,365
398,EntityNode,365,365,365
399,EntityNode,365,365,365
400,EntityNode,365,365,365
401,EntityNode,365,365,365
402,EntityNode,365,365,365
403,EntityNode,365,365,365
404,EntityNode,365,365,365
405,EntityNode,365,365,365
406,EntityNode,365,365,365
407,EntityNode,365,365,365
408,EntityNode,365,365,365
409,EntityNode,365,365,365
410,EntityNode,365,365,365
411,EntityNode,365,365,365
412,EntityNode,365,365,365
413,EntityNode,365,365,365
414,EntityNode,365,365,365
415,EntityNode,365,365,365
416,EntityNode,365,365,365
417,EntityNode,365,365,365
418,EntityNode,365,365,365
419,EntityNode,365,365,365
420,EntityNode,365,365,365
421,EntityNode,365,365,365
422,EntityNode,365,365,365
423,EntityNode,365,365,365
424,EntityNode,365,365,365
425,EntityNode,365,365,365
426,EntityNode,365,365,365
427,EntityNode,365,365,365
428,EntityNode,365,365,365
429,EntityNode,365,365,365
430,EntityNode,365,365,365
431,EntityNode,365,365,365
432,EntityNode,365,365,365
433,EntityNode,365,365,365
434,EntityNode,365,365,365
435,EntityNode,365,365,365
436,EntityNode,365,365,365
437,EntityNode,365,365,365
438,EntityNode,365,365,365
439,EntityNode,365,365,365
440,EntityNode,365,365,365
441,EntityNode,365,365,365
442,EntityNode,365,365,365
443,EntityNode,365,365,365
444,EntityNode,365,365,365
445,EntityNode,365,365,365
446,EntityNode,365,365,365
447,EntityNode,365,365,365
448,EntityNode,365,365,365
449,EntityNode,365,365,365
450,EntityNode,365,365,365
451,EntityNode,365,365,365
452,EntityNode,365,365,365
453,EntityNode,365,365,365
454,EntityNode,365,365,365
455,EntityNode,365,365,365
456,EntityNode,365,365,365
457,EntityNode,365,365,365
458,EntityNode,365,365,365
459,EntityNode,365,365,365
460,EntityNode,365,365,365
461,EntityNode,365,365,365
462,EntityNode,365,365,365
463,EntityNode,365,365,365
464,EntityNode,365,365,365
465,EntityNode,365,365,365
466,EntityNode,365,365,365
467,EntityNode,365,365,365
468,EntityNode,365,365,365
469,EntityNode,365,365,365
470,EntityNode,365,365,365
471,EntityNode,365,365,365
472,EntityNode,365,365,365
473,EntityNode,365,365,365
474,EntityNode,365,365,365
475,EntityNode,365,365,365
476,EntityNode,365,365,365
477,EntityNode,365,365,365
478,EntityNode,365,365,365
479,EntityNode,365,365,365
480,TermNode,104,104,104
481,TermNode,104,104,104
482,TermNode,2206,2206,2206
483,TermNode,1872,1872,1872
484,TermNode,104,104,104
485,TermNode,1872,1872,1872
486,TermNode,104,104,104
487,TermNode,650,650,650
488,TermNode,104,104,104
489,TermNode,2201,2201,2201
490,TermNode,2201,2201,2201
491,TermNode,104,104,104
492,TermNode,1872,1872,1872
493,TermNode,2902,2902,2902
494,TermNode,1203,1203,1203
495,TermNode,104,104,104
496,TermNode,104,104,104
497,TermNode,1872,1872,1872
498,TermNode,1872,1872,1872
499,TermNode,1872,1872,1872
500,TermNode,3015,3015,3015
501,TermNode,1949,1949,1949
502,TermNode,3374,3374,3374
503,TermNode,2127,2127,2127
504,TermNode,3753,3753,3753
505,TermNode,2321,2321,2321
506,TermNode,104,104,104
507,TermNode,3268,3268,3268
508,TermNode,1203,1203,1203
509,TermNode,1872,1872,1872
510,TermNode,1949,1949,1949
511,TermNode,104,104,104
512,TermNode,104,104,104
513,TermNode,3907,3907,3907
514,TermNode,1203,1203,1203
515,TermNode,463,463,463
516,TermNode,2705,2705,2705
517,TermNode,3406,3406,3406
518,TermNode,104,104,104
519,TermNode,2705,2705,2705
520,TermNode,1104,1104,1104
521,TermNode,104,104,104
522,TermNode,2902,2902,2902
523,TermNode,4023,4023,4023
524,TermNode,2389,2389,2389
525,TermNode,104,104,104
526,TermNode,1872,1872,1872
527,TermNode,2401,2401,2401
528,TermNode,104,104,104
529,TermNode,104,104,104
530,TermNode,3907,3907,3907
531,TermNode,1104,1104,1104
532,TermNode,104,104,104
533,TermNode,2060,2060,2060
534,TermNode,104,104,104
535,TermNode,3692,3692,3692
536,TermNode,104,104,104
537,TermNode,2705,2705,2705
538,TermNode,2665,2665,2665
539,TermNode,551,551,551
540,TermNode,104,104,104
541,TermNode,104,104,104
542,TermNode,1872,1872,1872
543,TermNode,104,104,104
544,TermNode,4023,4023,4023
545,TermNode,2705,2705,2705
546,TermNode,1872,1872,1872
547,TermNode,104,104,104
548,TermNode,1872,1872,1872
549,TermNode,2705,2705,2705
550,TermNode,4347,4347,4347
551,TermNode,1872,1872,1872
552,TermNode,104,104,104
553,TermNode,104,104,104
554,TermNode,1872,1872,1872
555,TermNode,1872,1872,1872
556,TermNode,104,104,104
557,TermNode,529,529,529
558,TermNode,529,529,529
559,TermNode,3310,3310,3310
560,TermNode,3134,3134,3134
561,TermNode,3200,3200,3200
562,TermNode,104,104,104
563,TermNode,104,104,104
564,TermNode,2206,2206,2206
565,TermNode,104,104,104
566,TermNode,1577,1577,1577
567,TermNode,1203,1203,1203
568,TermNode,104,104,104
569,TermNode,104,104,104
570,EntityNode,1817,1817,1817
571,EntityNode,1817,1817,1817
572,EntityNode,1817,1817,1817
573,EntityNode,1817,1817,1817
574,EntityNode,1817,1817,1817
575,EntityNode,1817,1817,1817
576,EntityNode,1817,1817,1817
577,EntityNode,1817,1817,1817
578,EntityNode,1817,1817,1817
579,EntityNode,1817,1817,1817
580,EntityNode,1817,1817,1817
581,EntityNode,1817,1817,1817
582,EntityNode,2156,2156,2156
583,EntityNode,1817,1817,1817
584,EntityNode,1817,1817,1817
585,EntityNode,1817,1817,1817
586,EntityNode,1817,1817,1817
587,EntityNode,1817,1817,1817
588,EntityNode,1817,1817,1817
589,EntityNode,1817,1817,1817
590,EntityNode,1817,1817,1817
591,EntityNode,1817,1817,1817
592,EntityNode,1817,1817,1817
593,EntityNode,1817,1817,1817
594,EntityNode,1817,1817,1817
595,EntityNode,1817,1817,1817
596,EntityNode,1817,1817,1817
597,EntityNode,1817,1817,1817
598,EntityNode,1818,1818,1817
599,EntityNode,1817,1817,1817
600,EntityNode,1817,1817,1817
601,EntityNode,1817,1817,1817
602,EntityNode,1817,1817,1817
603,EntityNode,1817,1817,1817
604,EntityNode,1817,1817,1817
605,EntityNode,1817,1817,1817
606,EntityNode,1817,1817,1817
607,EntityNode,1817,1817,1817
608,EntityNode,1817,1817,1817
609,EntityNode,1817,1817,1817
610,EntityNode,1817,1817,1817
611,EntityNode,1817,1817,1817
612,EntityNode,1817,1817,1817
613,EntityNode,1817,1817,1817
614,EntityNode,1817,1817,1817
615,EntityNode,1817,1817,1817
616,EntityNode,1817,1817,1817
617,EntityNode,1817,1817,1817
618,EntityNode,1817,1817,1817
619,EntityNode,1817,1817,1817
620,EntityNode,1817,1817,1817
621,EntityNode,1817,1817,1817
622,EntityNode,1817,1817,1817
623,EntityNode,1817,1817,1817
624,EntityNode,1817,1817,1817
625,EntityNode,1817,1817,1817
626,EntityNode,1817,1817,1817
627,EntityNode,1817,1817,1817
628,EntityNode,1817,1817,1817
629,EntityNode,1817,1817,1817
630,EntityNode,1817,1817,1817
631,EntityNode,1817,1817,1817
632,EntityNode,1817,1817,1817
633,EntityNode,1817,1817,1817
634,EntityNode,1817,1817,1817
635,EntityNode,1817,1817,1817
636,EntityNode,1817,1817,1817
637,EntityNode,1817,1817,1817
638,EntityNode,1817,1817,1817
639,EntityNode,1817,1817,1817
640,EntityNode,1817,1817,1817
641,EntityNode,1817,1817,1817
642,EntityNode,1817,1817,1817
643,EntityNode,1817,1817,1817
644,EntityNode,1817,1817,1817
645,EntityNode,1817,1817,1817
646,EntityNode,1817,1817,1817
647,EntityNode,1817,1817,1817
648,EntityNode,1817,1817,1817
649,EntityNode,1817,1817,1817
650,EntityNode,1817,1817,1817
651,EntityNode,1817,1817,1817
652,EntityNode,1817,1817,1817
653,EntityNode,1817,1817,1817
654,EntityNode,1817,1817,1817
655,EntityNode,1817,1817,1817
656,EntityNode,1817,1817,1817
657,EntityNode,1817,1817,1817
658,EntityNode,1817,1817,1817
659,EntityNode,1817,1817,1817
660,EntityNode,1817,1817,1817
661,EntityNode,1817,1817,1817
662,EntityNode,1817,1817,1817
663,EntityNode,1817,1817,1817
664,EntityNode,1817,1817,1817
665,EntityNode,1817,1817,1817
666,EntityNode,1817,1817,1817
667,EntityNode,1817,1817,1817
668,EntityNode,1817,1817,1817
669,EntityNode,1817,1817,1817
670,EntityNode,1817,1817,1817
671,EntityNode,1817,1817,1817
672,EntityNode,1817,1817,1817
673,EntityNode,1817,1817,1817
674,EntityNode,1817,1817,1817
675,EntityNode,1817,1817,1817
676,EntityNode,1817,1817,1817
677,EntityNode,1817,1817,1817
678,EntityNode,1817,1817,1817
679,EntityNode,1817,1817,1817
680,EntityNode,1817,1817,1817
681,EntityNode,1817,1817,1817
682,EntityNode,1817,1817,1817
683,EntityNode,1817,1817,1817
684,EntityNode,1817,1817,1817
685,EntityNode,1817,1817,1817
686,EntityNode,1817,1817,1817
687,EntityNode,1817,1817,1817
688,EntityNode,1817,1817,1817
689,EntityNode,1817,1817,1817
690,EntityNode,1817,1817,1817
691,EntityNode,1817,1817,1817
692,EntityNode,1817,1817,1817
693,EntityNode,1817,1817,1817
694,EntityNode,1817,1817,1817
695,EntityNode,1817,1817,1817
696,EntityNode,1817,1817,1817
697,EntityNode,2156,2156,2156
698,EntityNode,1817,1817,1817
699,EntityNode,1817,1817,1817
700,EntityNode,1817,1817,1817
701,EntityNode,1817,1817,1817
702,EntityNode,1817,1817,1817
703,EntityNode,1817,1817,1817
704,EntityNode,1817,1817,1817
705,EntityNode,1817,1817,1817
706,EntityNode,1817,1817,1817
707,EntityNode,1817,1817,1817
708,EntityNode,1817,1817,1817
709,EntityNode,1817,1817,1817
710,EntityNode,1817,1817,1817
711,EntityNode,1817,1817,1817
712,EntityNode,1817,1817,1817
713,EntityNode,1817,1817,1817
714,EntityNode,1817,1817,1817
715,EntityNode,1817,1817,1817
716,EntityNode,1817,1817,1817
717,EntityNode,1817,1817,1817
718,EntityNode,1817,1817,1817
719,EntityNode,1817,1817,1817
720,EntityNode,1817,1817,1817
721,EntityNode,1817,1817,1817
722,EntityNode,2156,2156,2156
723,EntityNode,1817,1817,1817
724,EntityNode,1817,1817,1817
725,EntityNode,1817,1817,1817
726,EntityNode,1817,1817,1817
727,EntityNode,1817,1817,1817
728,EntityNode,1817,1817,1817
729,EntityNode,1817,1817,1817
730,EntityNode,1817,1817,1817
731,EntityNode,1817,1817,1817
732,EntityNode,1817,1817,1817
733,EntityNode,1817,1817,1817
734,EntityNode,1817,1817,1817
735,EntityNode,1817,1817,1817
736,EntityNode,1817,1817,1817
737,EntityNode,1817,1817,1817
738,EntityNode,1817,1817,1817
739,EntityNode,1817,1817,1817
740,EntityNode,1817,1817,1817
741,EntityNode,1817,1817,1817
742,EntityNode,1817,1817,1817
743,EntityNode,1817,1817,1817
744,EntityNode,1817,1817,1817
745,EntityNode,1817,1817,1817
746,EntityNode,1817,1817,1817
747,EntityNode,1817,1817,1817
748,EntityNode,1817,1817,1817
749,EntityNode,1817,1817,1817
750,EntityNode,1817,1817,1817
751,EntityNode,1817,1817,1817
752,EntityNode,1817,1817,1817
753,EntityNode,1817,1817,1817
754,EntityNode,1817,1817,1817
755,EntityNode,1817,1817,1817
756,EntityNode,1817,1817,1817
757,EntityNode,1817,1817,1817
758,EntityNode,1817,1817,1817
759,EntityNode,1817,1817,1817
760,EntityNode,1817,1817,1817
761,EntityNode,1817,1817,1817
762,EntityNode,1817,1817,1817
763,EntityNode,1817,1817,1817
764,EntityNode,1817,1817,1817
765,EntityNode,1817,1817,1817
766,EntityNode,1817,1817,1817
767,EntityNode,1817,1817,1817
768,EntityNode,1817,1817,1817
769,EntityNode,1817,1817,1817
770,EntityNode,1817,1817,1817
771,EntityNode,1817,1817,1817
772,EntityNode,1817,1817,1817
773,EntityNode,1817,1817,1817
774,EntityNode,1817,1817,1817
775,EntityNode,1817,1817,1817
776,EntityNode,1817,1817,1817
777,EntityNode,1817,1817,1817
778,EntityNode,1817,1817,1817
779,EntityNode,1817,1817,1817
780,EntityNode,1817,1817,1817
781,EntityNode,1817,1817,1817
782,EntityNode,1817,1817,1817
783,EntityNode,1817,1817,1817
784,EntityNode,1817,1817,1817
785,EntityNode,1817,1817,1817
786,EntityNode,1817,1817,1817
787,EntityNode,1817,1817,1817
788,EntityNode,1817,1817,1817
789,EntityNode,1817,1817,1817
790,EntityNode,1817,1817,1817
791,EntityNode,1817,1817,1817
792,EntityNode,1817,1817,1817
793,TermNode,3912,3912,3912
794,TermNode,365,365,365
795,TermNode,365,365,365
796,TermNode,2155,2155,2155
797,TermNode,365,365,365
798,TermNode,3017,3017,3017
799,TermNode,365,365,365
800,TermNode,365,365,365
801,TermNode,2590,2590,2590
802,TermNode,2991,2991,2991
803,TermNode,2493,2493,2493
804,TermNode,1466,1466,1466
805,TermNode,3223,3223,3223
806,TermNode,3254,3254,3254
807,TermNode,365,365,365
808,TermNode,2155,2155,2155
809,TermNode,3692,3692,3692
810,TermNode,365,365,365
811,TermNode,2155,2155,2155
812,TermNode,365,365,365
813,TermNode,2948,2948,2948
814,TermNode,1362,1362,1362
815,TermNode,365,365,365
816,TermNode,365,365,365
817,TermNode,365,365,365
818,TermNode,365,365,365
819,TermNode,365,365,365
820,TermNode,4367,4367,4367
821,TermNode,365,365,365
822,TermNode,365,365,365
823,TermNode,365,365,365
824,TermNode,3912,3912,3912
825,TermNode,365,365,365
826,TermNode,3110,3110,3110
827,TermNode,365,365,365
828,TermNode,365,365,365
829,TermNode,4256,4256,4256
830,TermNode,3304,3304,3304
831,TermNode,365,365,365
832,TermNode,3756,3756,3756
833,TermNode,365,365,365
834,TermNode,365,365,365
835,TermNode,365,365,365
836,TermNode,4307,4307,4307
837,TermNode,365,365,365
838,TermNode,4367,4367,4367
839,TermNode,365,365,365
840,TermNode,3296,3296,3296
841,TermNode,365,365,365
842,TermNode,2289,2289,2289
843,TermNode,790,790,790
844,TermNode,365,365,365
845,TermNode,365,365,365
846,TermNode,365,365,365
847,TermNode,365,365,365
848,TermNode,3974,3974,3974
849,TermNode,3223,3223,3223
850,TermNode,365,365,365
851,TermNode,365,365,365
852,TermNode,365,365,365
853,TermNode,365,365,365
854,TermNode,365,365,365
855,TermNode,365,365,365
856,TermNode,365,365,365
857,TermNode,365,365,365
858,TermNode,365,365,365
859,TermNode,365,365,365
860,TermNode,365,365,365
861,TermNode,365,365,365
862,TermNode,365,365,365
863,TermNode,365,365,365
864,TermNode,365,365,365
865,TermNode,365,365,365
866,TermNode,365,365,365
867,TermNode,365,365,365
868,TermNode,365,365,365
869,TermNode,365,365,365
870,TermNode,365,365,365
871,TermNode,365,365,365
872,TermNode,365,365,365
873,TermNode,365,365,365
874,TermNode,365,365,365
875,TermNode,365,365,365
876,TermNode,365,365,365
877,TermNode,365,365,365
878,TermNode,1466,1466,1466
879,TermNode,365,365,365
880,TermNode,365,365,365
881,TermNode,365,365,365
