EdgeID,Type,IsDirected,Degree,TailDegree,HeadDegree
234,ContainedInEdge,true,3,1,1
235,ContainedInEdge,true,3,1,1
236,ContainedInEdge,true,3,2,1
237,ContainedInEdge,true,3,2,1
238,ContainedInEdge,true,2,1,1
239,ContainedInEdge,true,3,1,1
240,ContainedInEdge,true,3,2,1
241,ContainedInEdge,true,3,2,1
242,ContainedInEdge,true,3,1,1
243,ContainedInEdge,true,3,1,1
244,ContainedInEdge,true,3,2,1
245,ContainedInEdge,true,3,2,1
246,ContainedInEdge,true,3,1,1
247,ContainedInEdge,true,3,2,1
248,ContainedInEdge,true,3,1,1
249,ContainedInEdge,true,3,1,1
250,ContainedInEdge,true,3,2,1
251,ContainedInEdge,true,3,2,1
252,ContainedInEdge,true,3,2,1
253,ContainedInEdge,true,3,1,1
254,ContainedInEdge,true,3,1,1
255,ContainedInEdge,true,3,1,1
256,ContainedInEdge,true,3,2,1
257,ContainedInEdge,true,2,1,1
258,ContainedInEdge,true,3,1,1
259,ContainedInEdge,true,3,1,1
260,ContainedInEdge,true,2,1,1
261,ContainedInEdge,true,2,1,1
262,ContainedInEdge,true,3,2,1
263,ContainedInEdge,true,2,1,1
264,ContainedInEdge,true,4,1,1
265,ContainedInEdge,true,4,1,1
266,ContainedInEdge,true,3,1,1
267,ContainedInEdge,true,3,2,1
268,ContainedInEdge,true,3,2,1
269,ContainedInEdge,true,3,1,1
270,ContainedInEdge,true,2,1,1
271,ContainedInEdge,true,3,3,1
272,ContainedInEdge,true,3,1,1
273,ContainedInEdge,true,2,2,1
274,ContainedInEdge,true,2,1,1
275,ContainedInEdge,true,2,1,1
276,ContainedInEdge,true,3,2,1
277,ContainedInEdge,true,3,1,1
278,ContainedInEdge,true,2,2,1
279,ContainedInEdge,true,3,1,1
280,ContainedInEdge,true,3,1,1
281,ContainedInEdge,true,3,1,1
282,ContainedInEdge,true,3,1,1
283,ContainedInEdge,true,2,2,1
284,ContainedInEdge,true,3,1,1
285,ContainedInEdge,true,2,2,1
286,ContainedInEdge,true,2,2,1
287,ContainedInEdge,true,3,2,1
288,ContainedInEdge,true,3,1,1
289,ContainedInEdge,true,3,1,1
290,ContainedInEdge,true,3,1,1
291,ContainedInEdge,true,3,1,1
292,ContainedInEdge,true,2,1,1
293,ContainedInEdge,true,3,1,1
294,ContainedInEdge,true,3,1,1
295,ContainedInEdge,true,3,1,1
296,ContainedInEdge,true,3,1,1
297,ContainedInEdge,true,3,1,1
298,ContainedInEdge,true,3,1,1
299,ContainedInEdge,true,3,1,1
300,ContainedInEdge,true,3,1,1
301,ContainedInEdge,true,3,1,1
302,ContainedInEdge,true,3,1,1
303,ContainedInEdge,true,2,1,1
304,ContainedInEdge,true,2,1,1
305,ContainedInEdge,true,3,1,1
306,ContainedInEdge,true,3,1,1
307,ContainedInEdge,true,2,1,1
308,ContainedInEdge,true,3,1,1
309,ContainedInEdge,true,2,1,1
310,ContainedInEdge,true,3,1,1
311,ContainedInEdge,true,2,1,1
312,ContainedInEdge,true,2,1,1
313,ContainedInEdge,true,3,1,1
314,ContainedInEdge,true,2,1,1
315,ContainedInEdge,true,2,1,1
316,ContainedInEdge,true,3,1,1
317,ContainedInEdge,true,3,1,1
318,ContainedInEdge,true,3,1,1
319,ContainedInEdge,true,2,1,1
320,ContainedInEdge,true,2,1,1
321,ContainedInEdge,true,3,1,1
322,ContainedInEdge,true,2,1,1
323,ContainedInEdge,true,2,1,1
324,ContainedInEdge,true,3,1,1
325,ContainedInEdge,true,3,1,1
326,ContainedInEdge,true,2,1,1
327,ContainedInEdge,true,3,1,1
328,ContainedInEdge,true,3,1,1
329,ContainedInEdge,true,3,1,1
330,ContainedInEdge,true,2,1,1
331,ContainedInEdge,true,3,1,1
332,ContainedInEdge,true,3,1,1
333,ContainedInEdge,true,3,1,1
334,ContainedInEdge,true,3,1,1
335,ContainedInEdge,true,3,1,1
336,ContainedInEdge,true,3,2,1
337,ContainedInEdge,true,3,1,1
338,ContainedInEdge,true,3,1,1
339,ContainedInEdge,true,3,1,1
340,ContainedInEdge,true,4,2,1
341,ContainedInEdge,true,3,2,1
342,ContainedInEdge,true,3,2,1
343,ContainedInEdge,true,3,2,1
344,ContainedInEdge,true,6,1,1
345,ContainedInEdge,true,3,1,1
346,ContainedInEdge,true,3,3,1
347,ContainedInEdge,true,2,2,1
348,ContainedInEdge,true,3,1,1
349,ContainedInEdge,true,2,1,1
350,ContainedInEdge,true,5,2,1
351,ContainedInEdge,true,2,1,1
352,ContainedInEdge,true,3,1,1
353,ContainedInEdge,true,3,2,1
354,ContainedInEdge,true,2,1,1
355,ContainedInEdge,true,2,1,1
356,ContainedInEdge,true,3,2,1
357,ContainedInEdge,true,3,1,1
358,ContainedInEdge,true,3,2,1
359,ContainedInEdge,true,2,2,1
360,ContainedInEdge,true,3,2,1
361,ContainedInEdge,true,3,1,1
362,ContainedInEdge,true,3,2,1
363,ContainedInEdge,true,2,1,1
364,ContainedInEdge,true,3,2,1
365,ContainedInEdge,true,3,1,1
366,ContainedInEdge,true,2,4,1
367,ContainedInEdge,true,2,2,1
368,ContainedInEdge,true,2,2,1
369,ContainedInEdge,true,2,1,1
370,ContainedInEdge,true,2,2,1
371,ContainedInEdge,true,2,1,1
372,ContainedInEdge,true,3,1,1
373,ContainedInEdge,true,3,2,1
374,ContainedInEdge,true,3,2,1
375,ContainedInEdge,true,3,1,1
376,ContainedInEdge,true,2,1,1
377,ContainedInEdge,true,3,2,1
378,ContainedInEdge,true,3,4,1
379,ContainedInEdge,true,2,2,1
380,ContainedInEdge,true,2,1,1
381,ContainedInEdge,true,3,2,1
382,ContainedInEdge,true,2,1,1
383,ContainedInEdge,true,3,1,1
384,ContainedInEdge,true,2,1,1
385,ContainedInEdge,true,2,2,1
386,ContainedInEdge,true,2,1,1
387,ContainedInEdge,true,3,2,1
388,ContainedInEdge,true,2,1,1
389,ContainedInEdge,true,2,2,1
390,ContainedInEdge,true,2,1,1
391,ContainedInEdge,true,3,1,1
392,ContainedInEdge,true,2,2,1
393,ContainedInEdge,true,2,1,1
394,ContainedInEdge,true,2,2,1
395,ContainedInEdge,true,2,5,1
396,ContainedInEdge,true,2,1,1
397,ContainedInEdge,true,3,3,1
398,ContainedInEdge,true,2,1,1
399,ContainedInEdge,true,3,1,1
400,ContainedInEdge,true,2,2,1
401,ContainedInEdge,true,2,1,1
402,ContainedInEdge,true,2,2,1
403,ContainedInEdge,true,3,2,1
404,ContainedInEdge,true,2,1,1
405,ContainedInEdge,true,3,1,1
406,ContainedInEdge,true,3,1,1
407,ContainedInEdge,true,2,2,1
408,ContainedInEdge,true,2,1,1
409,ContainedInEdge,true,2,1,1
410,ContainedInEdge,true,3,1,1
411,ContainedInEdge,true,2,1,1
412,ContainedInEdge,true,2,2,1
413,ContainedInEdge,true,2,1,1
414,ContainedInEdge,true,2,1,1
415,ContainedInEdge,true,3,1,1
416,ContainedInEdge,true,2,1,1
417,ContainedInEdge,true,3,1,1
418,ContainedInEdge,true,2,1,1
419,ContainedInEdge,true,3,2,1
420,ContainedInEdge,true,2,1,1
421,ContainedInEdge,true,2,1,1
422,ContainedInEdge,true,2,1,1
423,ContainedInEdge,true,3,2,1
424,ContainedInEdge,true,3,3,1
425,ContainedInEdge,true,2,1,1
426,ContainedInEdge,true,3,2,1
427,ContainedInEdge,true,3,2,1
428,ContainedInEdge,true,3,1,1
429,ContainedInEdge,true,3,3,1
430,ContainedInEdge,true,2,1,1
431,ContainedInEdge,true,3,1,1
432,ContainedInEdge,true,2,1,1
433,ContainedInEdge,true,2,1,1
434,ContainedInEdge,true,3,1,1
435,ContainedInEdge,true,2,1,1
436,ContainedInEdge,true,2,1,1
437,ContainedInEdge,true,2,2,1
438,ContainedInEdge,true,2,2,1
439,ContainedInEdge,true,3,2,1
440,ContainedInEdge,true,2,5,1
441,ContainedInEdge,true,3,1,1
442,ContainedInEdge,true,2,1,1
443,ContainedInEdge,true,3,1,1
444,ContainedInEdge,true,3,2,1
445,ContainedInEdge,true,2,1,1
446,ContainedInEdge,true,2,2,1
447,ContainedInEdge,true,2,1,1
448,ContainedInEdge,true,2,2,1
449,ContainedInEdge,true,2,2,1
450,ContainedInEdge,true,2,1,1
451,ContainedInEdge,true,3,1,1
452,ContainedInEdge,true,2,1,1
453,ContainedInEdge,true,2,3,1
454,ContainedInEdge,true,3,1,1
455,ContainedInEdge,true,2,1,1
456,ContainedInEdge,true,2,1,1
457,ContainedInEdge,true,2,2,1
458,ContainedInEdge,true,2,1,1
459,ContainedInEdge,true,2,1,1
460,ContainedInEdge,true,2,1,1
461,ContainedInEdge,true,2,3,1
462,ContainedInEdge,true,3,1,1
463,ContainedInEdge,true,3,1,1
464,ContainedInEdge,true,2,2,1
465,ContainedInEdge,true,3,1,1
466,ContainedInEdge,true,3,1,1
467,ContainedInEdge,true,3,1,1
468,ContainedInEdge,true,3,1,1
469,ContainedInEdge,true,3,2,1
470,ContainedInEdge,true,3,2,1
471,ContainedInEdge,true,3,1,1
472,ContainedInEdge,true,3,2,1
473,ContainedInEdge,true,2,1,1
474,ContainedInEdge,true,2,2,1
475,ContainedInEdge,true,3,1,1
476,ContainedInEdge,true,2,1,1
477,ContainedInEdge,true,3,4,1
478,ContainedInEdge,true,2,2,1
479,ContainedInEdge,true,3,2,1
480,ContainedInEdge,true,1,1,1
481,ContainedInEdge,true,2,1,1
482,ContainedInEdge,true,3,1,1
483,ContainedInEdge,true,2,1,1
484,ContainedInEdge,true,1,1,1
485,ContainedInEdge,true,4,1,1
486,ContainedInEdge,true,2,1,1
487,ContainedInEdge,true,5,2,1
488,ContainedInEdge,true,3,1,1
489,ContainedInEdge,true,38,1,1
490,ContainedInEdge,true,6,3,1
491,ContainedInEdge,true,1,1,1
492,ContainedInEdge,true,2,2,1
493,ContainedInEdge,true,4,2,1
494,ContainedInEdge,true,2,1,1
495,ContainedInEdge,true,1,1,1
496,ContainedInEdge,true,1,2,1
497,ContainedInEdge,true,2,3,1
498,ContainedInEdge,true,3,1,1
499,ContainedInEdge,true,2,2,1
500,ContainedInEdge,true,4,1,1
501,ContainedInEdge,true,3,2,1
502,ContainedInEdge,true,7,1,1
503,ContainedInEdge,true,4,4,1
504,ContainedInEdge,true,9,2,1
505,ContainedInEdge,true,4,2,1
506,ContainedInEdge,true,1,4,1
507,ContainedInEdge,true,5,1,1
508,ContainedInEdge,true,2,1,1
509,ContainedInEdge,true,6,1,1
510,ContainedInEdge,true,4,1,1
511,ContainedInEdge,true,1,1,1
512,ContainedInEdge,true,1,1,1
513,ContainedInEdge,true,6,1,1
514,ContainedInEdge,true,2,1,1
515,ContainedInEdge,true,2,2,1
516,ContainedInEdge,true,3,1,1
517,ContainedInEdge,true,4,1,1
518,ContainedInEdge,true,1,2,1
519,ContainedInEdge,true,3,1,1
520,ContainedInEdge,true,2,1,1
521,ContainedInEdge,true,1,1,1
522,ContainedInEdge,true,4,1,1
523,ContainedInEdge,true,6,1,1
524,ContainedInEdge,true,4,1,1
525,ContainedInEdge,true,2,1,1
526,ContainedInEdge,true,3,3,1
527,ContainedInEdge,true,5,1,1
528,ContainedInEdge,true,1,2,1
529,ContainedInEdge,true,1,1,1
530,ContainedInEdge,true,6,2,1
531,ContainedInEdge,true,2,1,1
532,ContainedInEdge,true,1,1,1
533,ContainedInEdge,true,5,1,1
534,ContainedInEdge,true,1,1,1
535,ContainedInEdge,true,5,1,1
536,ContainedInEdge,true,1,1,1
537,ContainedInEdge,true,3,1,1
538,ContainedInEdge,true,3,1,1
539,ContainedInEdge,true,2,1,1
540,ContainedInEdge,true,1,1,1
541,ContainedInEdge,true,1,3,1
542,ContainedInEdge,true,3,2,1
543,ContainedInEdge,true,1,1,1
544,ContainedInEdge,true,6,1,1
545,ContainedInEdge,true,3,1,1
546,ContainedInEdge,true,2,1,1
547,ContainedInEdge,true,1,1,1
548,ContainedInEdge,true,2,1,1
549,ContainedInEdge,true,3,1,1
550,ContainedInEdge,true,8,1,1
551,ContainedInEdge,true,2,2,1
552,ContainedInEdge,true,2,1,1
553,ContainedInEdge,true,2,1,1
554,ContainedInEdge,true,2,2,1
555,ContainedInEdge,true,3,1,1
556,ContainedInEdge,true,1,1,1
557,ContainedInEdge,true,2,2,1
558,ContainedInEdge,true,2,1,1
559,ContainedInEdge,true,6,1,1
560,ContainedInEdge,true,5,1,1
561,ContainedInEdge,true,6,1,1
562,ContainedInEdge,true,1,2,1
563,ContainedInEdge,true,1,1,1
564,ContainedInEdge,true,4,1,1
565,ContainedInEdge,true,1,2,1
566,ContainedInEdge,true,3,2,1
567,ContainedInEdge,true,2,1,1
568,ContainedInEdge,true,1,1,1
569,ContainedInEdge,true,1,1,1
570,ContainedInEdge,true,3,1,1
571,ContainedInEdge,true,3,2,1
572,ContainedInEdge,true,3,1,1
573,ContainedInEdge,true,3,1,1
574,ContainedInEdge,true,3,1,1
575,ContainedInEdge,true,3,2,1
576,ContainedInEdge,true,3,1,1
577,ContainedInEdge,true,3,1,1
578,ContainedInEdge,true,3,1,1
579,ContainedInEdge,true,3,2,1
580,ContainedInEdge,true,3,1,1
581,ContainedInEdge,true,3,2,1
582,ContainedInEdge,true,5,2,1
583,ContainedInEdge,true,3,2,1
584,ContainedInEdge,true,2,2,1
585,ContainedInEdge,true,3,2,1
586,ContainedInEdge,true,2,2,1
587,ContainedInEdge,true,3,1,1
588,ContainedInEdge,true,3,1,1
589,ContainedInEdge,true,3,3,1
590,ContainedInEdge,true,2,1,1
591,ContainedInEdge,true,3,1,1
592,ContainedInEdge,true,3,1,1
593,ContainedInEdge,true,2,1,1
594,ContainedInEdge,true,3,1,1
595,ContainedInEdge,true,3,1,1
596,ContainedInEdge,true,2,1,1
597,ContainedInEdge,true,3,1,1
598,ContainedInEdge,true,3,1,1
599,ContainedInEdge,true,3,1,1
600,ContainedInEdge,true,3,1,1
601,ContainedInEdge,true,2,1,1
602,ContainedInEdge,true,3,1,1
603,ContainedInEdge,true,3,1,1
604,ContainedInEdge,true,3,1,1
605,ContainedInEdge,true,3,1,1
606,ContainedInEdge,true,3,1,1
607,ContainedInEdge,true,3,1,1
608,ContainedInEdge,true,3,1,1
609,ContainedInEdge,true,2,1,1
610,ContainedInEdge,true,3,1,1
611,ContainedInEdge,true,3,2,1
612,ContainedInEdge,true,2,1,1
613,ContainedInEdge,true,2,1,1
614,ContainedInEdge,true,3,1,1
615,ContainedInEdge,true,3,2,1
616,ContainedInEdge,true,3,1,1
617,ContainedInEdge,true,3,1,1
618,ContainedInEdge,true,3,1,1
619,ContainedInEdge,true,3,1,1
620,ContainedInEdge,true,3,1,1
621,ContainedInEdge,true,3,1,1
622,ContainedInEdge,true,3,1,1
623,ContainedInEdge,true,3,1,1
624,ContainedInEdge,true,3,1,1
625,ContainedInEdge,true,3,1,1
626,ContainedInEdge,true,3,1,1
627,ContainedInEdge,true,3,1,1
628,ContainedInEdge,true,3,3,1
629,ContainedInEdge,true,3,1,1
630,ContainedInEdge,true,3,2,1
631,ContainedInEdge,true,3,1,1
632,ContainedInEdge,true,3,1,1
633,ContainedInEdge,true,3,1,1
634,ContainedInEdge,true,3,3,1
635,ContainedInEdge,true,3,1,1
636,ContainedInEdge,true,3,1,1
637,ContainedInEdge,true,3,1,1
638,ContainedInEdge,true,2,1,1
639,ContainedInEdge,true,3,1,1
640,ContainedInEdge,true,3,1,1
641,ContainedInEdge,true,3,2,1
642,ContainedInEdge,true,3,1,1
643,ContainedInEdge,true,3,1,1
644,ContainedInEdge,true,2,1,1
645,ContainedInEdge,true,2,1,1
646,ContainedInEdge,true,3,2,1
647,ContainedInEdge,true,3,1,1
648,ContainedInEdge,true,3,1,1
649,ContainedInEdge,true,3,2,1
650,ContainedInEdge,true,2,1,1
651,ContainedInEdge,true,3,1,1
652,ContainedInEdge,true,3,1,1
653,ContainedInEdge,true,3,1,1
654,ContainedInEdge,true,3,1,1
655,ContainedInEdge,true,3,2,1
656,ContainedInEdge,true,2,1,1
657,ContainedInEdge,true,3,1,1
658,ContainedInEdge,true,2,2,1
659,ContainedInEdge,true,3,2,1
660,ContainedInEdge,true,3,1,1
661,ContainedInEdge,true,3,1,1
662,ContainedInEdge,true,3,1,1
663,ContainedInEdge,true,3,1,1
664,ContainedInEdge,true,2,2,1
665,ContainedInEdge,true,3,2,1
666,ContainedInEdge,true,3,2,1
667,ContainedInEdge,true,3,2,1
668,ContainedInEdge,true,3,2,1
669,ContainedInEdge,true,3,2,1
670,ContainedInEdge,true,3,1,1
671,ContainedInEdge,true,3,1,1
672,ContainedInEdge,true,2,1,1
673,ContainedInEdge,true,3,3,1
674,ContainedInEdge,true,3,1,1
675,ContainedInEdge,true,3,1,1
676,ContainedInEdge,true,2,2,1
677,ContainedInEdge,true,3,1,1
678,ContainedInEdge,true,3,1,1
679,ContainedInEdge,true,3,2,1
680,ContainedInEdge,true,3,1,1
681,ContainedInEdge,true,3,1,1
682,ContainedInEdge,true,3,1,1
683,ContainedInEdge,true,3,2,1
684,ContainedInEdge,true,2,1,1
685,ContainedInEdge,true,3,2,1
686,ContainedInEdge,true,2,2,1
687,ContainedInEdge,true,3,1,1
688,ContainedInEdge,true,3,1,1
689,ContainedInEdge,true,3,1,1
690,ContainedInEdge,true,3,1,1
691,ContainedInEdge,true,3,2,1
692,ContainedInEdge,true,3,2,1
693,ContainedInEdge,true,3,1,1
694,ContainedInEdge,true,2,1,1
695,ContainedInEdge,true,3,1,1
696,ContainedInEdge,true,3,1,1
697,ContainedInEdge,true,5,2,1
698,ContainedInEdge,true,3,1,1
699,ContainedInEdge,true,3,1,1
700,ContainedInEdge,true,3,1,1
701,ContainedInEdge,true,2,1,1
702,ContainedInEdge,true,2,1,1
703,ContainedInEdge,true,3,1,1
704,ContainedInEdge,true,3,1,1
705,ContainedInEdge,true,3,1,1
706,ContainedInEdge,true,3,1,1
707,ContainedInEdge,true,3,1,1
708,ContainedInEdge,true,3,1,1
709,ContainedInEdge,true,3,1,1
710,ContainedInEdge,true,3,1,1
711,ContainedInEdge,true,3,1,1
712,ContainedInEdge,true,3,1,1
713,ContainedInEdge,true,3,1,1
714,ContainedInEdge,true,3,2,1
715,ContainedInEdge,true,3,1,1
716,ContainedInEdge,true,2,1,1
717,ContainedInEdge,true,3,1,1
718,ContainedInEdge,true,3,1,1
719,ContainedInEdge,true,3,1,1
720,ContainedInEdge,true,3,1,1
721,ContainedInEdge,true,3,1,1
722,ContainedInEdge,true,4,2,1
723,ContainedInEdge,true,3,3,1
724,ContainedInEdge,true,3,1,1
725,ContainedInEdge,true,3,2,1
726,ContainedInEdge,true,3,1,1
727,ContainedInEdge,true,2,3,1
728,ContainedInEdge,true,3,2,1
729,ContainedInEdge,true,3,1,1
730,ContainedInEdge,true,3,1,1
731,ContainedInEdge,true,3,1,1
732,ContainedInEdge,true,3,1,1
733,ContainedInEdge,true,3,1,1
734,ContainedInEdge,true,3,1,1
735,ContainedInEdge,true,2,1,1
