EdgeID,Type,IsDirected,Degree,TailDegree,HeadDegree
214,ContainedInEdge,true,3,2,1
215,ContainedInEdge,true,3,2,1
216,ContainedInEdge,true,3,2,1
217,ContainedInEdge,true,3,1,1
218,ContainedInEdge,true,3,2,1
219,ContainedInEdge,true,3,1,1
220,ContainedInEdge,true,3,2,1
221,ContainedInEdge,true,2,1,1
222,ContainedInEdge,true,3,1,1
223,ContainedInEdge,true,3,2,1
224,ContainedInEdge,true,2,2,1
225,ContainedInEdge,true,2,1,1
226,ContainedInEdge,true,3,2,1
227,ContainedInEdge,true,3,1,1
228,ContainedInEdge,true,3,2,1
229,ContainedInEdge,true,3,1,1
230,ContainedInEdge,true,3,2,1
231,ContainedInEdge,true,3,1,1
232,ContainedInEdge,true,3,1,1
233,ContainedInEdge,true,3,1,1
234,ContainedInEdge,true,3,1,1
235,ContainedInEdge,true,2,2,1
236,ContainedInEdge,true,3,2,1
237,ContainedInEdge,true,3,1,1
238,ContainedInEdge,true,3,1,1
239,ContainedInEdge,true,3,1,1
240,ContainedInEdge,true,3,1,1
241,ContainedInEdge,true,3,2,1
242,ContainedInEdge,true,3,2,1
243,ContainedInEdge,true,2,1,1
244,ContainedInEdge,true,2,2,1
245,ContainedInEdge,true,3,1,1
246,ContainedInEdge,true,3,1,1
247,ContainedInEdge,true,3,2,1
248,ContainedInEdge,true,3,1,1
249,ContainedInEdge,true,3,3,1
250,ContainedInEdge,true,2,2,1
251,ContainedInEdge,true,3,1,1
252,ContainedInEdge,true,3,1,1
253,ContainedInEdge,true,3,1,1
