EdgeID,Type,IsDirected,Cardinality,UndirectedCardinality,TailCardinality,HeadCardinality
64,DocumentEdge,false,117,117,0,0
65,RelatedToEdge,false,20,20,0,0
66,DocumentEdge,false,349,349,0,0
67,RelatedToEdge,false,28,28,0,0
68,DocumentEdge,false,3490,3490,0,0
69,DocumentEdge,false,136,136,0,0
70,RelatedToEdge,false,30,30,0,0
71,DocumentEdge,false,2586,2586,0,0
72,RelatedToEdge,false,559,559,0,0
73,RelatedToEdge,false,886,886,0,0
74,DocumentEdge,false,12,12,0,0
75,RelatedToEdge,false,3,3,0,0
76,DocumentEdge,false,1491,1491,0,0
77,RelatedToEdge,false,359,359,0,0
78,DocumentEdge,false,288,288,0,0
79,RelatedToEdge,false,2,2,0,0
80,DocumentEdge,false,120,120,0,0
81,RelatedToEdge,false,9,9,0,0
82,DocumentEdge,false,390,390,0,0
83,RelatedToEdge,false,49,49,0,0
84,DocumentEdge,false,242,242,0,0
85,RelatedToEdge,false,20,20,0,0
86,DocumentEdge,false,34,34,0,0
87,RelatedToEdge,false,7,7,0,0
88,DocumentEdge,false,79,79,0,0
89,RelatedToEdge,false,14,14,0,0
90,DocumentEdge,false,816,816,0,0
91,RelatedToEdge,false,98,98,0,0
92,DocumentEdge,false,875,875,0,0
93,RelatedToEdge,false,221,221,0,0
94,DocumentEdge,false,214,214,0,0
95,RelatedToEdge,false,34,34,0,0
96,DocumentEdge,false,152,152,0,0
97,RelatedToEdge,false,50,50,0,0
98,DocumentEdge,false,324,324,0,0
99,RelatedToEdge,false,43,43,0,0
100,DocumentEdge,false,3047,3047,0,0
101,RelatedToEdge,false,436,436,0,0
102,DocumentEdge,false,925,925,0,0
103,RelatedToEdge,false,69,69,0,0
104,DocumentEdge,false,874,874,0,0
105,RelatedToEdge,false,163,163,0,0
106,DocumentEdge,false,289,289,0,0
107,RelatedToEdge,false,22,22,0,0
108,DocumentEdge,false,105,105,0,0
109,RelatedToEdge,false,30,30,0,0
110,DocumentEdge,false,1725,1725,0,0
111,DocumentEdge,false,496,496,0,0
112,RelatedToEdge,false,41,41,0,0
113,DocumentEdge,false,108,108,0,0
114,RelatedToEdge,false,17,17,0,0
115,DocumentEdge,false,79,79,0,0
116,RelatedToEdge,false,19,19,0,0
117,DocumentEdge,false,246,246,0,0
118,RelatedToEdge,false,19,19,0,0
119,DocumentEdge,false,315,315,0,0
120,RelatedToEdge,false,53,53,0,0
121,RelatedToEdge,false,643,643,0,0
122,DocumentEdge,false,216,216,0,0
123,RelatedToEdge,false,35,35,0,0
124,DocumentEdge,false,396,396,0,0
125,RelatedToEdge,false,28,28,0,0
126,DocumentEdge,false,104,104,0,0
127,RelatedToEdge,false,5,5,0,0
128,DocumentEdge,false,36,36,0,0
129,RelatedToEdge,false,3,3,0,0
130,DocumentEdge,false,237,237,0,0
131,RelatedToEdge,false,24,24,0,0
132,DocumentEdge,false,419,419,0,0
133,RelatedToEdge,false,70,70,0,0
134,DocumentEdge,false,287,287,0,0
135,RelatedToEdge,false,35,35,0,0
136,DocumentEdge,false,1627,1627,0,0
137,RelatedToEdge,false,173,173,0,0
138,DocumentEdge,false,210,210,0,0
139,RelatedToEdge,false,22,22,0,0
140,DocumentEdge,false,3402,3402,0,0
141,DocumentEdge,false,284,284,0,0
142,RelatedToEdge,false,54,54,0,0
143,DocumentEdge,false,1363,1363,0,0
144,RelatedToEdge,false,83,83,0,0
145,DocumentEdge,false,167,167,0,0
146,RelatedToEdge,false,4,4,0,0
147,RelatedToEdge,false,837,837,0,0
148,DocumentEdge,false,817,817,0,0
149,RelatedToEdge,false,277,277,0,0
150,DocumentEdge,false,327,327,0,0
151,RelatedToEdge,false,39,39,0,0
152,DocumentEdge,false,106,106,0,0
153,RelatedToEdge,false,30,30,0,0
154,DocumentEdge,false,66,66,0,0
155,RelatedToEdge,false,14,14,0,0
156,DocumentEdge,false,345,345,0,0
157,RelatedToEdge,false,57,57,0,0
158,DocumentEdge,false,588,588,0,0
159,RelatedToEdge,false,87,87,0,0
160,DocumentEdge,false,1345,1345,0,0
161,RelatedToEdge,false,350,350,0,0
162,DocumentEdge,false,1735,1735,0,0
163,RelatedToEdge,false,560,560,0,0
164,DocumentEdge,false,715,715,0,0
165,RelatedToEdge,false,110,110,0,0
166,DocumentEdge,false,627,627,0,0
167,RelatedToEdge,false,4,4,0,0
168,DocumentEdge,false,1944,1944,0,0
169,RelatedToEdge,false,348,348,0,0
170,DocumentEdge,false,165,165,0,0
171,RelatedToEdge,false,36,36,0,0
172,DocumentEdge,false,263,263,0,0
173,RelatedToEdge,false,61,61,0,0
174,DocumentEdge,false,417,417,0,0
175,RelatedToEdge,false,57,57,0,0
176,DocumentEdge,false,1030,1030,0,0
177,RelatedToEdge,false,150,150,0,0
178,DocumentEdge,false,203,203,0,0
179,RelatedToEdge,false,18,18,0,0
180,DocumentEdge,false,60,60,0,0
181,RelatedToEdge,false,10,10,0,0
182,DocumentEdge,false,357,357,0,0
183,RelatedToEdge,false,52,52,0,0
184,DocumentEdge,false,95,95,0,0
185,RelatedToEdge,false,24,24,0,0
186,DocumentEdge,false,240,240,0,0
187,RelatedToEdge,false,8,8,0,0
188,DocumentEdge,false,409,409,0,0
189,RelatedToEdge,false,31,31,0,0
190,DocumentEdge,false,193,193,0,0
191,RelatedToEdge,false,35,35,0,0
192,DocumentEdge,false,430,430,0,0
193,RelatedToEdge,false,65,65,0,0
194,DocumentEdge,false,163,163,0,0
195,RelatedToEdge,false,34,34,0,0
196,DocumentEdge,false,905,905,0,0
197,DocumentEdge,false,36,36,0,0
198,RelatedToEdge,false,5,5,0,0
199,DocumentEdge,false,1109,1109,0,0
200,RelatedToEdge,false,223,223,0,0
201,DocumentEdge,false,387,387,0,0
202,RelatedToEdge,false,60,60,0,0
203,DocumentEdge,false,1629,1629,0,0
204,RelatedToEdge,false,408,408,0,0
205,RelatedToEdge,false,228,228,0,0
206,DocumentEdge,false,169,169,0,0
207,RelatedToEdge,false,21,21,0,0
208,DocumentEdge,false,249,249,0,0
209,RelatedToEdge,false,28,28,0,0
210,DocumentEdge,false,1114,1114,0,0
211,RelatedToEdge,false,141,141,0,0
212,DocumentEdge,false,540,540,0,0
213,RelatedToEdge,false,69,69,0,0
214,DocumentEdge,false,259,259,0,0
215,RelatedToEdge,false,12,12,0,0
216,DocumentEdge,false,79,79,0,0
217,RelatedToEdge,false,18,18,0,0
218,DocumentEdge,false,143,143,0,0
219,RelatedToEdge,false,21,21,0,0
220,DocumentEdge,false,52,52,0,0
221,RelatedToEdge,false,9,9,0,0
222,DocumentEdge,false,518,518,0,0
223,RelatedToEdge,false,72,72,0,0
224,DocumentEdge,false,221,221,0,0
225,RelatedToEdge,false,28,28,0,0
226,DocumentEdge,false,62,62,0,0
227,RelatedToEdge,false,8,8,0,0
228,DocumentEdge,false,644,644,0,0
229,RelatedToEdge,false,70,70,0,0
230,DocumentEdge,false,712,712,0,0
231,RelatedToEdge,false,166,166,0,0
232,DocumentEdge,false,654,654,0,0
233,RelatedToEdge,false,62,62,0,0
234,DocumentEdge,false,657,657,0,0
235,RelatedToEdge,false,98,98,0,0
236,DocumentEdge,false,64,64,0,0
237,RelatedToEdge,false,9,9,0,0
238,DocumentEdge,false,1278,1278,0,0
239,RelatedToEdge,false,300,300,0,0
240,DocumentEdge,false,570,570,0,0
241,RelatedToEdge,false,75,75,0,0
242,DocumentEdge,false,262,262,0,0
243,RelatedToEdge,false,25,25,0,0
244,DocumentEdge,false,670,670,0,0
245,RelatedToEdge,false,124,124,0,0
246,DocumentEdge,false,1138,1138,0,0
247,RelatedToEdge,false,202,202,0,0
248,DocumentEdge,false,493,493,0,0
249,RelatedToEdge,false,56,56,0,0
250,DocumentEdge,false,181,181,0,0
251,RelatedToEdge,false,12,12,0,0
252,DocumentEdge,false,770,770,0,0
253,DocumentEdge,false,366,366,0,0
254,RelatedToEdge,false,54,54,0,0
255,RelatedToEdge,false,104,104,0,0
256,DocumentEdge,false,103,103,0,0
257,RelatedToEdge,false,25,25,0,0
258,DocumentEdge,false,1920,1920,0,0
259,DocumentEdge,false,77,77,0,0
260,RelatedToEdge,false,315,315,0,0
261,DocumentEdge,false,660,660,0,0
262,RelatedToEdge,false,136,136,0,0
263,DocumentEdge,false,239,239,0,0
264,RelatedToEdge,false,19,19,0,0
265,RelatedToEdge,false,13,13,0,0
266,DocumentEdge,false,95,95,0,0
267,RelatedToEdge,false,20,20,0,0
268,DocumentEdge,false,31,31,0,0
269,RelatedToEdge,false,4,4,0,0
270,DocumentEdge,false,158,158,0,0
271,RelatedToEdge,false,25,25,0,0
272,DocumentEdge,false,384,384,0,0
273,RelatedToEdge,false,43,43,0,0
274,DocumentEdge,false,2059,2059,0,0
275,RelatedToEdge,false,395,395,0,0
276,DocumentEdge,false,362,362,0,0
277,RelatedToEdge,false,88,88,0,0
278,DocumentEdge,false,65,65,0,0
279,RelatedToEdge,false,7,7,0,0
280,DocumentEdge,false,4458,4458,0,0
281,DocumentEdge,false,479,479,0,0
282,RelatedToEdge,false,133,133,0,0
283,DocumentEdge,false,1560,1560,0,0
284,RelatedToEdge,false,110,110,0,0
285,RelatedToEdge,false,539,539,0,0
286,DocumentEdge,false,164,164,0,0
287,RelatedToEdge,false,24,24,0,0
288,DocumentEdge,false,42,42,0,0
289,RelatedToEdge,false,9,9,0,0
290,DocumentEdge,false,408,408,0,0
291,RelatedToEdge,false,74,74,0,0
292,DocumentEdge,false,464,464,0,0
293,RelatedToEdge,false,89,89,0,0
294,DocumentEdge,false,86,86,0,0
295,RelatedToEdge,false,19,19,0,0
296,DocumentEdge,false,73,73,0,0
297,RelatedToEdge,false,6,6,0,0
298,DocumentEdge,false,567,567,0,0
299,RelatedToEdge,false,60,60,0,0
300,DocumentEdge,false,381,381,0,0
301,RelatedToEdge,false,57,57,0,0
302,DocumentEdge,false,3331,3331,0,0
303,RelatedToEdge,false,832,832,0,0
304,DocumentEdge,false,418,418,0,0
305,RelatedToEdge,false,144,144,0,0
306,DocumentEdge,false,349,349,0,0
307,RelatedToEdge,false,21,21,0,0
308,DocumentEdge,false,438,438,0,0
309,RelatedToEdge,false,67,67,0,0
310,DocumentEdge,false,42,42,0,0
311,RelatedToEdge,false,4,4,0,0
312,DocumentEdge,false,35,35,0,0
313,RelatedToEdge,false,3,3,0,0
314,DocumentEdge,false,121,121,0,0
315,RelatedToEdge,false,18,18,0,0
316,DocumentEdge,false,817,817,0,0
317,RelatedToEdge,false,99,99,0,0
318,DocumentEdge,false,294,294,0,0
319,RelatedToEdge,false,29,29,0,0
320,DocumentEdge,false,762,762,0,0
321,RelatedToEdge,false,91,91,0,0
322,DocumentEdge,false,2223,2223,0,0
323,RelatedToEdge,false,451,451,0,0
324,DocumentEdge,false,247,247,0,0
325,RelatedToEdge,false,13,13,0,0
326,DocumentEdge,false,364,364,0,0
327,RelatedToEdge,false,69,69,0,0
328,DocumentEdge,false,22,22,0,0
329,RelatedToEdge,false,5,5,0,0
330,DocumentEdge,false,3287,3287,0,0
331,RelatedToEdge,false,909,909,0,0
332,DocumentEdge,false,301,301,0,0
333,RelatedToEdge,false,22,22,0,0
334,DocumentEdge,false,1127,1127,0,0
335,RelatedToEdge,false,256,256,0,0
336,DocumentEdge,false,109,109,0,0
337,RelatedToEdge,false,14,14,0,0
338,DocumentEdge,false,1773,1773,0,0
339,RelatedToEdge,false,610,610,0,0
340,DocumentEdge,false,1783,1783,0,0
341,RelatedToEdge,false,369,369,0,0
342,DocumentEdge,false,490,490,0,0
343,RelatedToEdge,false,118,118,0,0
344,DocumentEdge,false,112,112,0,0
345,RelatedToEdge,false,4,4,0,0
346,DocumentEdge,false,44,44,0,0
347,RelatedToEdge,false,10,10,0,0
348,DocumentEdge,false,144,144,0,0
349,RelatedToEdge,false,21,21,0,0
350,DocumentEdge,false,50,50,0,0
351,RelatedToEdge,false,10,10,0,0
352,DocumentEdge,false,107,107,0,0
353,RelatedToEdge,false,19,19,0,0
354,DocumentEdge,false,750,750,0,0
355,DocumentEdge,false,85,85,0,0
356,RelatedToEdge,false,19,19,0,0
357,DocumentEdge,false,61,61,0,0
358,DocumentEdge,false,1179,1179,0,0
359,RelatedToEdge,false,178,178,0,0
360,DocumentEdge,false,705,705,0,0
361,RelatedToEdge,false,94,94,0,0
362,RelatedToEdge,false,149,149,0,0
363,DocumentEdge,false,840,840,0,0
364,RelatedToEdge,false,99,99,0,0
365,DocumentEdge,false,182,182,0,0
366,RelatedToEdge,false,11,11,0,0
367,DocumentEdge,false,157,157,0,0
368,RelatedToEdge,false,12,12,0,0
369,DocumentEdge,false,267,267,0,0
370,RelatedToEdge,false,26,26,0,0
371,DocumentEdge,false,1518,1518,0,0
372,RelatedToEdge,false,317,317,0,0
373,DocumentEdge,false,67,67,0,0
374,RelatedToEdge,false,11,11,0,0
375,DocumentEdge,false,245,245,0,0
376,RelatedToEdge,false,31,31,0,0
377,DocumentEdge,false,881,881,0,0
378,RelatedToEdge,false,260,260,0,0
379,DocumentEdge,false,2412,2412,0,0
380,RelatedToEdge,false,324,324,0,0
381,DocumentEdge,false,208,208,0,0
382,RelatedToEdge,false,71,71,0,0
383,DocumentEdge,false,624,624,0,0
384,DocumentEdge,false,3131,3131,0,0
385,RelatedToEdge,false,24,24,0,0
386,DocumentEdge,false,96,96,0,0
387,RelatedToEdge,false,21,21,0,0
388,DocumentEdge,false,132,132,0,0
389,RelatedToEdge,false,23,23,0,0
390,DocumentEdge,false,288,288,0,0
391,RelatedToEdge,false,13,13,0,0
392,DocumentEdge,false,2550,2550,0,0
393,RelatedToEdge,false,935,935,0,0
394,RelatedToEdge,false,1207,1207,0,0
395,DocumentEdge,false,143,143,0,0
396,RelatedToEdge,false,4,4,0,0
397,DocumentEdge,false,496,496,0,0
398,RelatedToEdge,false,58,58,0,0
399,DocumentEdge,false,545,545,0,0
400,RelatedToEdge,false,65,65,0,0
401,DocumentEdge,false,127,127,0,0
402,RelatedToEdge,false,16,16,0,0
403,DocumentEdge,false,286,286,0,0
404,RelatedToEdge,false,18,18,0,0
405,DocumentEdge,false,115,115,0,0
406,RelatedToEdge,false,13,13,0,0
407,DocumentEdge,false,943,943,0,0
408,RelatedToEdge,false,187,187,0,0
409,DocumentEdge,false,197,197,0,0
410,RelatedToEdge,false,27,27,0,0
411,DocumentEdge,false,129,129,0,0
412,RelatedToEdge,false,25,25,0,0
413,DocumentEdge,false,217,217,0,0
414,RelatedToEdge,false,12,12,0,0
415,DocumentEdge,false,101,101,0,0
416,RelatedToEdge,false,17,17,0,0
417,DocumentEdge,false,595,595,0,0
418,RelatedToEdge,false,67,67,0,0
419,DocumentEdge,false,152,152,0,0
420,RelatedToEdge,false,14,14,0,0
421,DocumentEdge,false,245,245,0,0
422,DocumentEdge,false,439,439,0,0
423,RelatedToEdge,false,61,61,0,0
424,DocumentEdge,false,363,363,0,0
425,DocumentEdge,false,283,283,0,0
426,RelatedToEdge,false,37,37,0,0
427,RelatedToEdge,false,35,35,0,0
428,DocumentEdge,false,243,243,0,0
429,RelatedToEdge,false,37,37,0,0
430,DocumentEdge,false,137,137,0,0
431,RelatedToEdge,false,18,18,0,0
432,RelatedToEdge,false,53,53,0,0
433,DocumentEdge,false,97,97,0,0
434,RelatedToEdge,false,6,6,0,0
435,DocumentEdge,false,412,412,0,0
436,RelatedToEdge,false,71,71,0,0
437,DocumentEdge,false,181,181,0,0
438,RelatedToEdge,false,45,45,0,0
439,DocumentEdge,false,192,192,0,0
440,RelatedToEdge,false,50,50,0,0
441,DocumentEdge,false,220,220,0,0
442,RelatedToEdge,false,8,8,0,0
443,DocumentEdge,false,189,189,0,0
444,RelatedToEdge,false,13,13,0,0
445,DocumentEdge,false,696,696,0,0
446,RelatedToEdge,false,104,104,0,0
447,DocumentEdge,false,14,14,0,0
448,RelatedToEdge,false,2,2,0,0
449,DocumentEdge,false,947,947,0,0
450,RelatedToEdge,false,100,100,0,0
451,DocumentEdge,false,117,117,0,0
452,RelatedToEdge,false,11,11,0,0
453,DocumentEdge,false,150,150,0,0
454,RelatedToEdge,false,12,12,0,0
455,DocumentEdge,false,560,560,0,0
456,RelatedToEdge,false,47,47,0,0
457,DocumentEdge,false,129,129,0,0
458,RelatedToEdge,false,21,21,0,0
459,DocumentEdge,false,205,205,0,0
460,RelatedToEdge,false,27,27,0,0
461,DocumentEdge,false,95,95,0,0
462,RelatedToEdge,false,10,10,0,0
463,DocumentEdge,false,874,874,0,0
464,RelatedToEdge,false,224,224,0,0
465,DocumentEdge,false,1119,1119,0,0
466,RelatedToEdge,false,135,135,0,0
467,DocumentEdge,false,24,24,0,0
468,RelatedToEdge,false,5,5,0,0
469,DocumentEdge,false,922,922,0,0
470,RelatedToEdge,false,108,108,0,0
471,DocumentEdge,false,46,46,0,0
472,RelatedToEdge,false,7,7,0,0
473,DocumentEdge,false,778,778,0,0
474,RelatedToEdge,false,91,91,0,0
475,DocumentEdge,false,65,65,0,0
476,RelatedToEdge,false,14,14,0,0
477,DocumentEdge,false,1368,1368,0,0
478,RelatedToEdge,false,590,590,0,0
479,DocumentEdge,false,628,628,0,0
480,RelatedToEdge,false,79,79,0,0
481,DocumentEdge,false,619,619,0,0
482,RelatedToEdge,false,27,27,0,0
483,DocumentEdge,false,99,99,0,0
484,RelatedToEdge,false,18,18,0,0
485,DocumentEdge,false,245,245,0,0
486,DocumentEdge,false,206,206,0,0
487,RelatedToEdge,false,24,24,0,0
488,RelatedToEdge,false,55,55,0,0
489,DocumentEdge,false,1012,1012,0,0
490,RelatedToEdge,false,308,308,0,0
491,DocumentEdge,false,41,41,0,0
492,RelatedToEdge,false,4,4,0,0
493,DocumentEdge,false,176,176,0,0
494,RelatedToEdge,false,13,13,0,0
495,DocumentEdge,false,369,369,0,0
496,RelatedToEdge,false,36,36,0,0
497,DocumentEdge,false,368,368,0,0
498,RelatedToEdge,false,32,32,0,0
499,DocumentEdge,false,364,364,0,0
500,DocumentEdge,false,334,334,0,0
501,RelatedToEdge,false,8,8,0,0
502,RelatedToEdge,false,66,66,0,0
503,DocumentEdge,false,324,324,0,0
504,RelatedToEdge,false,27,27,0,0
505,DocumentEdge,false,31,31,0,0
506,RelatedToEdge,false,2,2,0,0
507,DocumentEdge,false,67,67,0,0
508,RelatedToEdge,false,4,4,0,0
509,DocumentEdge,false,67,67,0,0
510,RelatedToEdge,false,13,13,0,0
511,DocumentEdge,false,89,89,0,0
512,DocumentEdge,false,298,298,0,0
513,RelatedToEdge,false,45,45,0,0
514,DocumentEdge,false,366,366,0,0
515,RelatedToEdge,false,78,78,0,0
516,RelatedToEdge,false,10,10,0,0
517,DocumentEdge,false,323,323,0,0
518,RelatedToEdge,false,93,93,0,0
519,DocumentEdge,false,333,333,0,0
520,RelatedToEdge,false,55,55,0,0
521,DocumentEdge,false,625,625,0,0
522,RelatedToEdge,false,102,102,0,0
523,DocumentEdge,false,72,72,0,0
524,RelatedToEdge,false,11,11,0,0
525,DocumentEdge,false,427,427,0,0
526,RelatedToEdge,false,29,29,0,0
527,DocumentEdge,false,21,21,0,0
528,DocumentEdge,false,295,295,0,0
529,RelatedToEdge,false,59,59,0,0
530,RelatedToEdge,false,2,2,0,0
531,DocumentEdge,false,140,140,0,0
532,RelatedToEdge,false,32,32,0,0
533,DocumentEdge,false,2841,2841,0,0
534,RelatedToEdge,false,580,580,0,0
535,DocumentEdge,false,289,289,0,0
536,RelatedToEdge,false,37,37,0,0
537,DocumentEdge,false,277,277,0,0
538,RelatedToEdge,false,63,63,0,0
539,DocumentEdge,false,1006,1006,0,0
540,DocumentEdge,false,964,964,0,0
541,RelatedToEdge,false,143,143,0,0
542,RelatedToEdge,false,103,103,0,0
543,DocumentEdge,false,983,983,0,0
544,DocumentEdge,false,191,191,0,0
545,RelatedToEdge,false,33,33,0,0
546,DocumentEdge,false,666,666,0,0
547,RelatedToEdge,false,58,58,0,0
548,DocumentEdge,false,105,105,0,0
549,RelatedToEdge,false,21,21,0,0
550,DocumentEdge,false,304,304,0,0
551,RelatedToEdge,false,10,10,0,0
552,RelatedToEdge,false,417,417,0,0
553,DocumentEdge,false,447,447,0,0
554,RelatedToEdge,false,272,272,0,0
555,DocumentEdge,false,261,261,0,0
556,RelatedToEdge,false,19,19,0,0
557,DocumentEdge,false,145,145,0,0
558,RelatedToEdge,false,18,18,0,0
559,DocumentEdge,false,1008,1008,0,0
560,RelatedToEdge,false,184,184,0,0
561,DocumentEdge,false,149,149,0,0
562,RelatedToEdge,false,26,26,0,0
563,DocumentEdge,false,1558,1558,0,0
564,RelatedToEdge,false,747,747,0,0
565,DocumentEdge,false,95,95,0,0
566,RelatedToEdge,false,30,30,0,0
567,DocumentEdge,false,906,906,0,0
568,DocumentEdge,false,521,521,0,0
569,DocumentEdge,false,500,500,0,0
570,RelatedToEdge,false,100,100,0,0
571,RelatedToEdge,false,113,113,0,0
572,RelatedToEdge,false,500,500,0,0
573,DocumentEdge,false,739,739,0,0
574,DocumentEdge,false,136,136,0,0
575,RelatedToEdge,false,18,18,0,0
576,RelatedToEdge,false,119,119,0,0
577,DocumentEdge,false,132,132,0,0
578,RelatedToEdge,false,19,19,0,0
579,DocumentEdge,false,1260,1260,0,0
580,RelatedToEdge,false,457,457,0,0
581,DocumentEdge,false,166,166,0,0
582,DocumentEdge,false,274,274,0,0
583,RelatedToEdge,false,98,98,0,0
584,RelatedToEdge,false,60,60,0,0
585,DocumentEdge,false,70,70,0,0
586,RelatedToEdge,false,9,9,0,0
587,DocumentEdge,false,405,405,0,0
588,DocumentEdge,false,918,918,0,0
589,RelatedToEdge,false,176,176,0,0
590,RelatedToEdge,false,61,61,0,0
591,DocumentEdge,false,193,193,0,0
592,RelatedToEdge,false,47,47,0,0
593,DocumentEdge,false,193,193,0,0
594,RelatedToEdge,false,6,6,0,0
595,DocumentEdge,false,787,787,0,0
596,RelatedToEdge,false,191,191,0,0
597,DocumentEdge,false,450,450,0,0
598,RelatedToEdge,false,105,105,0,0
599,DocumentEdge,false,181,181,0,0
600,RelatedToEdge,false,62,62,0,0
601,DocumentEdge,false,424,424,0,0
602,RelatedToEdge,false,80,80,0,0
603,DocumentEdge,false,106,106,0,0
604,RelatedToEdge,false,15,15,0,0
605,DocumentEdge,false,207,207,0,0
606,RelatedToEdge,false,19,19,0,0
607,DocumentEdge,false,728,728,0,0
608,RelatedToEdge,false,149,149,0,0
609,DocumentEdge,false,167,167,0,0
610,RelatedToEdge,false,14,14,0,0
611,DocumentEdge,false,329,329,0,0
612,DocumentEdge,false,152,152,0,0
613,RelatedToEdge,false,10,10,0,0
614,RelatedToEdge,false,102,102,0,0
615,DocumentEdge,false,105,105,0,0
616,RelatedToEdge,false,23,23,0,0
617,DocumentEdge,false,1597,1597,0,0
618,RelatedToEdge,false,163,163,0,0
619,DocumentEdge,false,128,128,0,0
620,DocumentEdge,false,140,140,0,0
621,RelatedToEdge,false,11,11,0,0
622,DocumentEdge,false,142,142,0,0
623,RelatedToEdge,false,24,24,0,0
624,RelatedToEdge,false,37,37,0,0
625,DocumentEdge,false,48,48,0,0
626,RelatedToEdge,false,9,9,0,0
627,DocumentEdge,false,2613,2613,0,0
628,DocumentEdge,false,301,301,0,0
629,DocumentEdge,false,419,419,0,0
630,RelatedToEdge,false,84,84,0,0
631,RelatedToEdge,false,69,69,0,0
632,RelatedToEdge,false,370,370,0,0
633,DocumentEdge,false,350,350,0,0
634,RelatedToEdge,false,32,32,0,0
635,DocumentEdge,false,161,161,0,0
636,RelatedToEdge,false,49,49,0,0
637,DocumentEdge,false,317,317,0,0
638,RelatedToEdge,false,97,97,0,0
639,DocumentEdge,false,409,409,0,0
640,DocumentEdge,false,607,607,0,0
641,RelatedToEdge,false,72,72,0,0
642,DocumentEdge,false,333,333,0,0
643,RelatedToEdge,false,40,40,0,0
644,DocumentEdge,false,204,204,0,0
645,RelatedToEdge,false,19,19,0,0
646,DocumentEdge,false,1247,1247,0,0
647,DocumentEdge,false,290,290,0,0
648,RelatedToEdge,false,36,36,0,0
649,RelatedToEdge,false,62,62,0,0
650,DocumentEdge,false,166,166,0,0
651,RelatedToEdge,false,37,37,0,0
652,RelatedToEdge,false,275,275,0,0
653,DocumentEdge,false,335,335,0,0
654,DocumentEdge,false,301,301,0,0
655,DocumentEdge,false,141,141,0,0
656,RelatedToEdge,false,10,10,0,0
657,RelatedToEdge,false,43,43,0,0
658,RelatedToEdge,false,46,46,0,0
659,DocumentEdge,false,293,293,0,0
660,RelatedToEdge,false,25,25,0,0
661,DocumentEdge,false,256,256,0,0
662,DocumentEdge,false,611,611,0,0
663,RelatedToEdge,false,24,24,0,0
664,DocumentEdge,false,826,826,0,0
665,RelatedToEdge,false,94,94,0,0
666,RelatedToEdge,false,123,123,0,0
667,DocumentEdge,false,740,740,0,0
668,RelatedToEdge,false,117,117,0,0
669,DocumentEdge,false,548,548,0,0
670,RelatedToEdge,false,91,91,0,0
671,DocumentEdge,false,67,67,0,0
672,RelatedToEdge,false,11,11,0,0
