NodeID,Type,Name,VertexDegree,EdgeDegree,InVertexDegree,OutVertexDegree,InEdgeDegree,OutEdgeDegree,DirectedInVertexDegree,DirectedOutVertexDegree,DirectedInEdgeDegree,DirectedOutEdgeDegree
70,EntityNode,Thompson language,158,3,158,158,3,2,1,0,1,0
71,EntityNode,wastebasket taxon,2290,3,2290,2290,3,2,2,0,1,0
72,EntityNode,Playboy,814,2,814,814,2,2,0,0,0,0
73,EntityNode,World War II,5939,17,5939,5939,17,16,2,0,1,0
74,EntityNode,Tithonian,2804,5,2804,2804,5,4,1,0,1,0
75,EntityNode,features,2290,2,2290,2290,2,2,0,0,0,0
76,EntityNode,Lytton,158,3,158,158,3,2,1,0,1,0
77,EntityNode,Arabia,814,3,814,814,3,2,1,0,1,0
78,EntityNode,Boston Bar,158,3,158,158,3,2,2,0,1,0
79,EntityNode,Scientific classification,5806,26,5806,5806,26,26,0,0,0,0
80,EntityNode,Hadrosaurid,2984,5,2984,2984,5,4,1,0,1,0
81,EntityNode,Craspedodon,2290,3,2290,2290,3,2,1,0,1,0
82,EntityNode,vertebra,3201,11,3201,3201,11,10,1,0,1,0
83,EntityNode,Nicola Tribal Association,158,3,158,158,3,2,2,0,1,0
84,EntityNode,Boston Bar Indian Band,158,3,158,158,3,2,4,0,1,0
85,EntityNode,Humphrey Bogart,814,3,814,814,3,2,1,0,1,0
86,EntityNode,William S. Burroughs,815,3,815,814,3,2,2,0,1,0
87,EntityNode,FBI,814,3,814,814,3,2,1,0,1,0
88,EntityNode,Percy Bysshe Shelley,814,2,814,814,2,2,0,0,0,0
89,EntityNode,station wagon,814,3,814,814,3,2,2,0,1,0
90,EntityNode,French Revolution,1299,5,1299,1299,5,4,1,0,1,0
91,EntityNode,gangster,814,3,814,814,3,2,1,0,1,0
92,EntityNode,nymphet,814,3,814,814,3,2,1,0,1,0
93,EntityNode,Madame Tussaud,814,2,814,814,2,2,0,0,0,0
94,EntityNode,Henry Kissinger,1695,4,1695,1695,4,4,0,0,0,0
95,EntityNode,Rolls Royce,814,2,814,814,2,2,0,0,0,0
96,EntityNode,Zeus,814,2,814,814,2,2,0,0,0,0
97,EntityNode,Europe,7052,18,7052,7052,18,18,0,0,0,0
98,EntityNode,Magna Carta,814,3,814,814,3,2,2,0,1,0
99,EntityNode,Lake Zurich,814,3,814,814,3,2,2,0,1,0
100,EntityNode,Mae West,814,3,814,814,3,2,2,0,1,0
101,EntityNode,sadism masochist,814,3,814,814,3,2,2,0,1,0
102,EntityNode,Bob Hope,3382,5,3382,3382,5,4,2,0,1,0
103,EntityNode,Liberace,814,2,814,814,2,2,0,0,0,0
104,EntityNode,Mary Jo Kopechne,815,3,815,814,3,2,1,0,1,0
105,EntityNode,W. C. Fields,814,2,814,814,2,2,0,0,0,0
106,EntityNode,Little Annie Fanny,814,2,814,814,2,2,0,0,0,0
107,EntityNode,Germany,9690,22,9690,9690,22,22,0,0,0,0
108,EntityNode,Leda,814,3,814,814,3,2,1,0,1,0
109,EntityNode,cotton candy,814,3,814,814,3,2,1,0,1,0
110,EntityNode,Hollywood,1706,5,1706,1706,5,4,1,0,1,0
111,EntityNode,pastiche,814,2,814,814,2,2,0,0,0,0
112,EntityNode,Marilyn Monroe,814,3,814,814,3,2,1,0,1,0
113,EntityNode,caricatures,814,2,814,814,2,2,0,0,0,0
114,EntityNode,England,9660,25,9660,9660,25,24,1,0,1,0
115,EntityNode,France,8236,20,8236,8236,20,20,0,0,0,0
116,EntityNode,Nazi,3997,7,3997,3997,7,6,1,0,1,0
117,EntityNode,Leda and the Swan,814,3,814,814,3,2,2,0,1,0
118,EntityNode,Lyndon B. Johnson,2439,7,2439,2438,7,6,3,0,1,0
119,EntityNode,Switzerland,5747,11,5747,5747,11,10,1,0,1,0
120,EntityNode,Chappaquiddick Bridge,814,3,814,814,3,2,1,0,1,0
121,EntityNode,Germaine Greer,814,3,814,814,3,2,1,0,1,0
122,EntityNode,Fidel Castro,814,3,814,814,3,2,2,0,1,0
123,EntityNode,Ron Embleton,814,3,814,814,3,2,2,0,1,0
124,EntityNode,Howard Hughes,814,3,814,814,3,2,1,0,1,0
125,EntityNode,Brigitte Bardot,814,3,814,814,3,2,1,0,1,0
126,EntityNode,Rivera,814,3,814,814,3,2,1,0,1,0
127,EntityNode,1975,4197,11,4197,4197,11,10,1,0,1,0
128,EntityNode,United States Air Force,814,3,814,814,3,2,1,0,1,0
129,EntityNode,comic strip,1444,5,1444,1444,5,4,2,0,1,0
130,EntityNode,flogging,814,2,814,814,2,2,0,0,0,0
131,EntityNode,punishment,814,2,814,814,2,2,0,0,0,0
132,EntityNode,Dr. Benjamin Spock,814,3,814,814,3,2,2,0,1,0
133,EntityNode,tableaux,814,3,814,814,3,2,1,0,1,0
134,EntityNode,waxworks,814,2,814,814,2,2,0,0,0,0
135,EntityNode,Eglin Air Force Base,814,3,814,814,3,2,3,0,1,0
136,EntityNode,Mickey Mouse,2335,6,2335,2335,6,6,0,0,0,0
137,EntityNode,Bud Fisher,814,3,814,814,3,2,2,0,1,0
138,EntityNode,Seven Dwarfs,814,3,814,814,3,2,1,0,1,0
139,EntityNode,TV Century 21,814,2,814,814,2,2,0,0,0,0
140,EntityNode,Muhammad Ali,1223,5,1223,1223,5,4,2,0,1,0
141,EntityNode,George Herriman,814,3,814,814,3,2,1,0,1,0
142,EntityNode,Madame Tussaud's,814,2,814,814,2,2,0,0,0,0
143,EntityNode,Walt Disney,1444,5,1444,1444,5,4,1,0,1,0
144,EntityNode,Charles Bronson,814,3,814,814,3,2,1,0,1,0
145,EntityNode,Florida,2736,7,2736,2736,7,6,1,0,1,0
146,EntityNode,Donald Duck,814,3,814,814,3,2,2,0,1,0
147,EntityNode,Krazy Kat,814,3,814,814,3,2,1,0,1,0
148,EntityNode,Walt Kelly,814,3,814,814,3,2,1,0,1,0
149,EntityNode,Stingray,814,2,814,814,2,2,0,0,0,0
150,EntityNode,adult film,814,3,814,814,3,2,2,0,1,0
151,EntityNode,Martin Bormann,814,3,814,814,3,2,2,0,1,0
152,EntityNode,George Petty,814,2,814,814,2,2,0,0,0,0
153,EntityNode,Frederic Mullally,814,2,814,814,2,2,0,0,0,0
154,EntityNode,Oliver Hardy,814,2,814,814,2,2,0,0,0,0
155,EntityNode,California,2578,9,2578,2578,9,8,1,0,1,0
156,EntityNode,Billy Graham,814,3,814,814,3,2,1,0,1,0
157,EntityNode,Boeing B-17 Flying Fortress,814,3,814,814,3,2,1,0,1,0
158,EntityNode,1969,3365,11,3365,3365,11,10,1,0,1,0
159,EntityNode,Mutt and Jeff,814,3,814,814,3,2,2,0,1,0
160,EntityNode,comic book,814,3,814,814,3,2,2,0,1,0
161,EntityNode,Alfred E. Neuman,815,3,815,814,3,2,2,0,1,0
162,EntityNode,Governor,1787,5,1787,1787,5,4,1,0,1,0
163,EntityNode,Bobby Fischer,4778,13,4778,4778,13,12,1,0,1,0
164,EntityNode,Captain Scarlet,814,3,814,814,3,2,2,0,1,0
165,EntityNode,Lee Marvin,814,3,814,814,3,2,2,0,1,0
166,EntityNode,Mad Magazine,814,3,814,814,3,2,1,0,1,0
167,EntityNode,Ronald Reagan,3579,9,3579,3579,9,8,2,0,1,0
168,EntityNode,Thunderbirds,814,2,814,814,2,2,0,0,0,0
169,EntityNode,Penthouse,814,2,814,814,2,2,0,0,0,0
170,EntityNode,Bob Guccione,814,3,814,814,3,2,1,0,1,0
171,EntityNode,nose art,814,3,814,814,3,2,2,0,1,0
172,EntityNode,Stan Laurel,814,3,814,814,3,2,2,0,1,0
173,EntityNode,1979,3329,7,3329,3329,7,6,1,0,1,0
174,EntityNode,pubic Wars,814,3,814,814,3,2,1,0,1,0
175,EntityNode,Pogo,950,5,950,950,5,4,1,0,1,0
176,EntityNode,Museum,1317,5,1317,1317,5,4,1,0,1,0
177,EntityNode,Alberto Vargas,814,3,814,814,3,2,1,0,1,0
178,EntityNode,Altirhinus kurzanovi,2290,3,2290,2290,3,2,1,0,1,0
179,EntityNode,Neosodon,2290,3,2290,2290,3,2,1,0,1,0
180,EntityNode,OCLC,3652,5,3652,3652,5,4,1,0,1,0
181,EntityNode,Harry Seeley,2804,4,2804,2804,4,4,0,0,0,0
182,EntityNode,Christian Erich Hermann von Meyer,2290,3,2290,2290,3,2,5,0,1,0
183,EntityNode,chimera,2290,3,2290,2290,3,2,1,0,1,0
184,EntityNode,species,3130,7,3130,3129,7,6,1,0,1,0
185,EntityNode,Cetiosaurus,2290,2,2290,2290,2,2,0,0,0,0
186,EntityNode,coat of arms,2290,3,2290,2290,3,2,1,0,1,0
187,EntityNode,Valanginian,2290,3,2290,2290,3,2,1,0,1,0
188,EntityNode,Priodontognathus,2290,2,2290,2290,2,2,0,0,0,0
189,EntityNode,Barremian,2290,3,2290,2290,3,2,1,0,1,0
190,EntityNode,Oxford University Museum of Natural History,2290,3,2290,2290,3,2,3,0,1,0
191,EntityNode,doi,6968,19,6968,6968,19,18,1,0,1,0
192,EntityNode,William Daniel Conybeare,2290,3,2290,2290,3,2,2,0,1,0
193,EntityNode,herbivorous,2436,4,2436,2436,4,4,0,0,0,0
194,EntityNode,Kent,2290,3,2290,2290,3,2,1,0,1,0
195,EntityNode,Lower Cretaceous,2290,3,2290,2290,3,2,1,0,1,0
196,EntityNode,East Sussex,3318,5,3318,3318,5,4,2,0,1,0
197,EntityNode,George Olshevsky,2290,2,2290,2290,2,2,0,0,0,0
198,EntityNode,Cenomanian,2290,3,2290,2290,3,2,1,0,1,0
199,EntityNode,symphysis,2290,2,2290,2290,2,2,0,0,0,0
200,EntityNode,Upper Cretaceous,2290,3,2290,2290,3,2,1,0,1,0
201,EntityNode,extinct,2290,3,2290,2290,3,2,1,0,1,0
202,EntityNode,two-toed sloth,2290,3,2290,2290,3,2,2,0,1,0
203,EntityNode,Mylodon,2290,3,2290,2290,3,2,1,0,1,0
204,EntityNode,Hertfordshire,2290,2,2290,2290,2,2,0,0,0,0
205,EntityNode,horn,2290,3,2290,2290,3,2,1,0,1,0
206,EntityNode,nomen nudum,2695,5,2695,2695,5,4,2,0,1,0
207,EntityNode,Greek,5588,9,5588,5588,9,8,1,0,1,0
208,EntityNode,Richard Owen,2290,3,2290,2290,3,2,2,0,1,0
209,EntityNode,London,9033,27,9033,9033,27,26,1,0,1,0
210,EntityNode,tongue,2290,2,2290,2290,2,2,0,0,0,0
211,EntityNode,prehensile,2290,2,2290,2290,2,2,0,0,0,0
212,EntityNode,NASA,2290,3,2290,2290,3,2,1,0,1,0
213,EntityNode,Maidstone,2290,2,2290,2290,2,2,0,0,0,0
214,EntityNode,Peter Galton,2695,5,2695,2695,5,4,2,0,1,0
215,EntityNode,giraffe,2290,2,2290,2290,2,2,0,0,0,0
216,EntityNode,isometric scaling,2290,2,2290,2290,2,2,0,0,0,0
217,EntityNode,Aptian,2290,3,2290,2290,3,2,1,0,1,0
218,EntityNode,Natural History Museum,2524,5,2524,2524,5,4,2,0,1,0
219,EntityNode,formation,2290,2,2290,2290,2,2,0,0,0,0
220,EntityNode,James A. Jensen,2290,3,2290,2290,3,2,1,0,1,0
221,EntityNode,Smithsonian Astrophysical Observatory,2290,3,2290,2290,3,2,1,0,1,0
222,EntityNode,Kimmeridgian,2804,5,2804,2804,5,4,1,0,1,0
223,EntityNode,Late Jurassic,3393,11,3393,3393,11,10,1,0,1,0
224,EntityNode,"Naish, D",2290,3,2290,2290,3,2,1,0,1,0
225,EntityNode,hyoid bone,2290,3,2290,2290,3,2,2,0,1,0
226,EntityNode,front of the jaw,2290,3,2290,2290,3,2,2,0,1,0
227,EntityNode,Wikispecies,2773,4,2773,2773,4,4,0,0,0,0
228,EntityNode,upper jaw,2290,3,2290,2290,3,2,2,0,1,0
229,EntityNode,Pas-de-Calais,2290,3,2290,2290,3,2,1,0,1,0
230,EntityNode,Sauropoda,3185,9,3185,3185,9,8,1,0,1,0
231,EntityNode,binomial,2290,2,2290,2290,2,2,0,0,0,0
232,EntityNode,Reform Act,2290,3,2290,2290,3,2,2,0,1,0
233,EntityNode,supporter,2290,2,2290,2290,2,2,0,0,0,0
234,EntityNode,lower jaw,2290,3,2290,2290,3,2,2,0,1,0
235,EntityNode,stage,2290,3,2290,2290,3,2,1,0,1,0
236,EntityNode,Thomas Henry Huxley,2290,2,2290,2290,2,2,0,0,0,0
237,EntityNode,protein,3366,7,3366,3366,7,6,1,0,1,0
238,EntityNode,biomolecule,2290,2,2290,2290,2,2,0,0,0,0
239,EntityNode,John Hulke,2290,3,2290,2290,3,2,1,0,1,0
240,EntityNode,Mantell,2290,2,2290,2290,2,2,0,0,0,0
241,EntityNode,Gideon Mantell,2290,3,2290,2290,3,2,1,0,1,0
242,EntityNode,Seeley,2290,2,2290,2290,2,2,0,0,0,0
243,EntityNode,fish,3119,7,3119,3119,7,6,1,0,1,0
244,EntityNode,DNA,2290,3,2290,2290,3,2,1,0,1,0
245,EntityNode,naturalist,2290,3,2290,2290,3,2,1,0,1,0
246,EntityNode,Mochlodon suessi,2290,3,2290,2290,3,2,2,0,1,0
247,EntityNode,William Buckland,2290,3,2290,2290,3,2,2,0,1,0
248,EntityNode,Emanuel Bunzel,2290,3,2290,2290,3,2,2,0,1,0
249,EntityNode,Pelorosaurus,2290,2,2290,2290,2,2,0,0,0,0
250,EntityNode,David B. Weishampel,2291,3,2291,2290,3,2,3,0,1,0
251,EntityNode,neotype,2290,2,2290,2290,2,2,0,0,0,0
252,EntityNode,Chordata,3382,11,3382,3382,11,10,1,0,1,0
253,EntityNode,Royal Society of London,2290,3,2290,2290,3,2,2,0,1,0
254,EntityNode,proteoglycan,2290,3,2290,2290,3,2,1,0,1,0
255,EntityNode,Samuel Stutchbury,2290,3,2290,2290,3,2,1,0,1,0
256,EntityNode,Cerapoda,2695,5,2695,2695,5,4,1,0,1,0
257,EntityNode,Belgium,4958,9,4958,4958,9,8,1,0,1,0
258,EntityNode,Tilgate,2290,2,2290,2290,2,2,0,0,0,0
259,EntityNode,Philip R. Bjork,2291,3,2291,2290,3,2,3,0,1,0
260,EntityNode,North America,2571,7,2571,2571,7,6,2,0,1,0
261,EntityNode,Ornithischia,3802,11,3802,3802,11,10,1,0,1,0
262,EntityNode,Georges Cuvier,2290,3,2290,2290,3,2,1,0,1,0
263,EntityNode,Spain,5441,11,5441,5441,11,10,1,0,1,0
264,EntityNode,legend,2290,3,2290,2290,3,2,1,0,1,0
265,EntityNode,Iguanodont,2290,3,2290,2290,3,2,1,0,1,0
266,EntityNode,Megalosaurus,2290,2,2290,2290,2,2,0,0,0,0
267,EntityNode,South Dakota,2290,3,2290,2290,3,2,2,0,1,0
268,EntityNode,Lakota Formation,2290,3,2290,2290,3,2,1,0,1,0
269,EntityNode,USA,7884,19,7884,7884,19,18,1,0,1,0
270,EntityNode,Royal College of Surgeons,2290,3,2290,2290,3,2,1,0,1,0
271,EntityNode,Mantellisaurus,2290,2,2290,2290,2,2,0,0,0,0
272,EntityNode,basal,2695,5,2695,2695,5,4,1,0,1,0
273,EntityNode,Animal,3698,12,3698,3698,12,12,0,0,0,0
274,EntityNode,Species,3382,11,3382,3382,11,10,1,0,1,0
275,EntityNode,phosphoprotein,2290,3,2290,2290,3,2,1,0,1,0
276,EntityNode,Dinosaur,4506,21,4506,4506,21,20,1,0,1,0
277,EntityNode,Dollodon,2290,3,2290,2290,3,2,1,0,1,0
278,EntityNode,rib,2290,3,2290,2290,3,2,1,0,1,0
279,EntityNode,mammal,3054,7,3054,3054,7,6,1,0,1,0
280,EntityNode,synonym,2290,3,2290,2290,3,2,1,0,1,0
281,EntityNode,Theiophytalia,2290,3,2290,2290,3,2,1,0,1,0
282,EntityNode,Dakotadon,2290,3,2290,2290,3,2,1,0,1,0
283,EntityNode,Lydekker,2290,2,2290,2290,2,2,0,0,0,0
284,EntityNode,Sauropsida,3382,11,3382,3382,11,10,1,0,1,0
285,EntityNode,Tunisia,3180,5,3180,3180,5,4,1,0,1,0
286,EntityNode,Cuckfield,2290,3,2290,2290,3,2,1,0,1,0
287,EntityNode,Sussex,2290,3,2290,2290,3,2,1,0,1,0
288,EntityNode,nomen dubium,2290,3,2290,2290,3,2,2,0,1,0
289,EntityNode,New Zealand,4396,11,4396,4396,11,10,2,0,1,0
290,EntityNode,Ornithopod,3485,9,3485,3485,9,8,1,0,1,0
291,EntityNode,Gregory S. Paul,3055,7,3055,3054,7,6,2,0,1,0
292,EntityNode,Synonyms,2870,4,2870,2870,4,4,0,0,0,0
293,EntityNode,Dollodon bampingi,2290,3,2290,2290,3,2,2,0,1,0
294,EntityNode,Anatoly Konstantinovich Rozhdestvensky,2290,2,2290,2290,2,2,0,0,0,0
295,EntityNode,Tyrannosaurus,2290,2,2290,2290,2,2,0,0,0,0
296,EntityNode,Land Before Time,2290,3,2290,2290,3,2,2,0,1,0
297,EntityNode,Stegosaurus,3054,6,3054,3054,6,6,0,0,0,0
298,EntityNode,predator,2290,2,2290,2290,2,2,0,0,0,0
299,EntityNode,Hylaeosaurus,2290,2,2290,2290,2,2,0,0,0,0
300,EntityNode,Dinosaur renaissance,2290,3,2290,2290,3,2,1,0,1,0
301,EntityNode,television series,3319,4,3319,3319,4,4,0,0,0,0
302,EntityNode,Upper Nicola Indian Band,158,3,158,158,3,2,4,0,1,0
303,EntityNode,United States,10944,40,10944,10944,40,40,0,0,0,0
304,EntityNode,Nooaitch Indian Band,158,3,158,158,3,2,3,0,1,0
305,EntityNode,English,7094,13,7094,7094,13,12,1,0,1,0
306,EntityNode,herbivore,2695,4,2695,2695,4,4,0,0,0,0
307,EntityNode,Nicomen Indian Band,158,3,158,158,3,2,3,0,1,0
308,EntityNode,television,2290,2,2290,2290,2,2,0,0,0,0
309,EntityNode,areally-restricted,2290,2,2290,2290,2,2,0,0,0,0
310,EntityNode,tribal council,158,3,158,158,3,2,2,0,1,0
311,EntityNode,BBC,5378,9,5378,5378,9,8,1,0,1,0
312,EntityNode,Skuppah Indian Band,158,3,158,158,3,2,3,0,1,0
313,EntityNode,Boothroyd Indian Band,158,3,158,158,3,2,3,0,1,0
314,EntityNode,Sir Arthur Conan Doyle,2290,3,2290,2290,3,2,3,0,1,0
315,EntityNode,Walking with Dinosaurs,2290,2,2290,2290,2,2,0,0,0,0
316,EntityNode,rancherie,158,2,158,158,2,2,0,0,0,0
317,EntityNode,First Nations governments,158,3,158,158,3,2,1,0,1,0
318,EntityNode,Shackan Indian Band,158,3,158,158,3,2,3,0,1,0
319,EntityNode,The Lost World,2290,3,2290,2290,3,2,2,0,1,0
320,EntityNode,Lower Nicola Indian Band,158,3,158,158,3,2,4,0,1,0
321,EntityNode,Robert T. Bakker,2695,5,2695,2695,5,4,2,0,1,0
322,EntityNode,geologist,2290,3,2290,2290,3,2,1,0,1,0
323,EntityNode,taxonomy,2695,4,2695,2695,4,4,0,0,0,0
324,EntityNode,First Nation,158,3,158,158,3,2,2,0,1,0
325,EntityNode,Mongolia,4259,5,4259,4259,5,4,1,0,1,0
326,EntityNode,Raptor Red,2290,3,2290,2290,3,2,2,0,1,0
327,EntityNode,Canadian province,158,3,158,158,3,2,1,0,1,0
328,EntityNode,British Columbia,158,3,158,158,3,2,2,0,1,0
329,EntityNode,Fraser Canyon,158,3,158,158,3,2,2,0,1,0
330,EntityNode,flash flood,2290,3,2290,2290,3,2,2,0,1,0
331,EntityNode,Utahraptor,2290,3,2290,2290,3,2,1,0,1,0
332,EntityNode,Sahara Desert,2290,3,2290,2290,3,2,2,0,1,0
333,EntityNode,main belt,2290,3,2290,2290,3,2,2,0,1,0
334,EntityNode,Utah,2804,5,2804,2804,5,4,1,0,1,0
335,EntityNode,thumb,2290,3,2290,2290,3,2,1,0,1,0
336,EntityNode,Nordrhein-Westphalen,2290,3,2290,2290,3,2,2,0,1,0
337,EntityNode,David B. Norman,2291,3,2291,2290,3,2,3,0,1,0
338,EntityNode,Iguanodontia,2290,3,2290,2290,3,2,1,0,1,0
339,EntityNode,asteroid,4356,5,4356,4356,5,4,1,0,1,0
340,EntityNode,gregariousness,2290,2,2290,2290,2,2,0,0,0,0
341,EntityNode,9941 Iguanodon,2290,3,2290,2290,3,2,2,0,1,0
342,EntityNode,Deinonychus,2804,4,2804,2804,4,4,0,0,0,0
343,EntityNode,barometer,2290,2,2290,2290,2,2,0,0,0,0
344,EntityNode,elephant,3318,4,3318,3318,4,4,0,0,0,0
345,EntityNode,bipedality,2290,2,2290,2290,2,2,0,0,0,0
346,EntityNode,cheek,2290,3,2290,2290,3,2,1,0,1,0
347,EntityNode,plant,2290,3,2290,2290,3,2,1,0,1,0
348,EntityNode,clade,3027,7,3027,3027,7,6,1,0,1,0
349,EntityNode,German forces,2290,3,2290,2290,3,2,1,0,1,0
350,EntityNode,tendon,2290,3,2290,2290,3,2,1,0,1,0
351,EntityNode,chewing,2290,2,2290,2290,2,2,0,0,0,0
352,EntityNode,Berlin,7917,15,7917,7917,15,14,1,0,1,0
353,EntityNode,hypotheses,2290,2,2290,2290,2,2,0,0,0,0
354,EntityNode,keratin,2290,3,2290,2290,3,2,1,0,1,0
355,EntityNode,twig,2290,3,2290,2290,3,2,1,0,1,0
356,EntityNode,tail,2290,3,2290,2290,3,2,1,0,1,0
357,EntityNode,ossified,2290,2,2290,2290,2,2,0,0,0,0
358,EntityNode,shoot,2290,3,2290,2290,3,2,1,0,1,0
359,EntityNode,kangaroo,2290,3,2290,2290,3,2,1,0,1,0
360,EntityNode,Great Depression,4159,7,4159,4159,7,6,1,0,1,0
361,EntityNode,ton,2290,3,2290,2290,3,2,1,0,1,0
362,EntityNode,Isle of Wight,2290,3,2290,2290,3,2,1,0,1,0
363,EntityNode,little finger,2290,3,2290,2290,3,2,1,0,1,0
364,EntityNode,Allies,3180,4,3180,3180,4,4,0,0,0,0
365,EntityNode,Tree,4716,15,4716,4716,15,14,1,0,1,0
366,EntityNode,emu,2436,5,2436,2436,5,4,1,0,1,0
367,EntityNode,bonebed,2290,2,2290,2290,2,2,0,0,0,0
368,EntityNode,Reginald Hooley,2290,2,2290,2290,2,2,0,0,0,0
369,EntityNode,quadruped,2290,3,2290,2290,3,2,1,0,1,0
370,EntityNode,Africa,4921,7,4921,4921,7,6,1,0,1,0
371,EntityNode,foliage,2290,2,2290,2290,2,2,0,0,0,0
