EdgeID,Type,IsDirected,Degree,UndirectedDegree,TailDegree,HeadDegree
134,RelatedToEdge,false,6,6,0,0
135,RelatedToEdge,false,107,107,0,0
136,DocumentEdge,false,376,376,0,0
137,RelatedToEdge,false,20,20,0,0
138,DocumentEdge,false,959,959,0,0
139,RelatedToEdge,false,71,71,0,0
140,DocumentEdge,false,235,235,0,0
141,RelatedToEdge,false,36,36,0,0
142,DocumentEdge,false,123,123,0,0
143,RelatedToEdge,false,28,28,0,0
144,DocumentEdge,false,187,187,0,0
145,RelatedToEdge,false,32,32,0,0
146,DocumentEdge,false,600,600,0,0
147,RelatedToEdge,false,119,119,0,0
148,DocumentEdge,false,157,157,0,0
149,RelatedToEdge,false,58,58,0,0
150,DocumentEdge,false,1123,1123,0,0
151,RelatedToEdge,false,283,283,0,0
152,DocumentEdge,false,326,326,0,0
153,RelatedToEdge,false,87,87,0,0
154,DocumentEdge,false,520,520,0,0
155,RelatedToEdge,false,45,45,0,0
156,DocumentEdge,false,803,803,0,0
157,RelatedToEdge,false,143,143,0,0
158,DocumentEdge,false,361,361,0,0
159,RelatedToEdge,false,10,10,0,0
160,DocumentEdge,false,230,230,0,0
161,RelatedToEdge,false,23,23,0,0
162,DocumentEdge,false,552,552,0,0
163,RelatedToEdge,false,150,150,0,0
164,DocumentEdge,false,1135,1135,0,0
165,RelatedToEdge,false,226,226,0,0
166,DocumentEdge,false,1557,1557,0,0
167,RelatedToEdge,false,543,543,0,0
168,DocumentEdge,false,365,365,0,0
169,RelatedToEdge,false,162,162,0,0
170,DocumentEdge,false,483,483,0,0
171,RelatedToEdge,false,69,69,0,0
172,DocumentEdge,false,173,173,0,0
173,RelatedToEdge,false,49,49,0,0
174,DocumentEdge,false,889,889,0,0
175,RelatedToEdge,false,117,117,0,0
176,DocumentEdge,false,1016,1016,0,0
177,RelatedToEdge,false,282,282,0,0
178,DocumentEdge,false,493,493,0,0
179,RelatedToEdge,false,65,65,0,0
180,DocumentEdge,false,587,587,0,0
181,RelatedToEdge,false,87,87,0,0
182,DocumentEdge,false,362,362,0,0
183,RelatedToEdge,false,44,44,0,0
184,DocumentEdge,false,1027,1027,0,0
185,RelatedToEdge,false,209,209,0,0
186,DocumentEdge,false,252,252,0,0
187,RelatedToEdge,false,29,29,0,0
188,DocumentEdge,false,269,269,0,0
189,RelatedToEdge,false,63,63,0,0
190,DocumentEdge,false,440,440,0,0
191,RelatedToEdge,false,29,29,0,0
192,DocumentEdge,false,434,434,0,0
193,RelatedToEdge,false,72,72,0,0
194,DocumentEdge,false,917,917,0,0
195,RelatedToEdge,false,237,237,0,0
196,DocumentEdge,false,290,290,0,0
197,RelatedToEdge,false,39,39,0,0
198,DocumentEdge,false,1128,1128,0,0
199,RelatedToEdge,false,147,147,0,0
200,ContainedInEdge,true,4,0,3,1
201,ContainedInEdge,true,3,0,2,1
202,ContainedInEdge,true,2,0,1,1
203,ContainedInEdge,true,2,0,1,1
204,ContainedInEdge,true,3,0,2,1
205,ContainedInEdge,true,5,0,4,1
206,ContainedInEdge,true,2,0,1,1
207,ContainedInEdge,true,2,0,1,1
208,ContainedInEdge,true,4,0,3,1
209,ContainedInEdge,true,2,0,1,1
210,ContainedInEdge,true,2,0,1,1
211,ContainedInEdge,true,3,0,2,1
212,ContainedInEdge,true,2,0,1,1
213,ContainedInEdge,true,2,0,1,1
214,ContainedInEdge,true,2,0,1,1
215,ContainedInEdge,true,2,0,1,1
216,ContainedInEdge,true,4,0,3,1
217,ContainedInEdge,true,2,0,1,1
218,ContainedInEdge,true,6,0,5,1
219,ContainedInEdge,true,2,0,1,1
220,ContainedInEdge,true,4,0,3,1
221,ContainedInEdge,true,3,0,2,1
222,ContainedInEdge,true,4,0,3,1
223,ContainedInEdge,true,2,0,1,1
224,ContainedInEdge,true,2,0,1,1
225,ContainedInEdge,true,3,0,2,1
226,ContainedInEdge,true,4,0,3,1
227,ContainedInEdge,true,2,0,1,1
228,ContainedInEdge,true,5,0,4,1
229,ContainedInEdge,true,2,0,1,1
230,ContainedInEdge,true,2,0,1,1
231,ContainedInEdge,true,2,0,1,1
232,ContainedInEdge,true,3,0,2,1
233,ContainedInEdge,true,2,0,1,1
234,ContainedInEdge,true,2,0,1,1
235,ContainedInEdge,true,2,0,1,1
236,ContainedInEdge,true,3,0,2,1
237,ContainedInEdge,true,3,0,2,1
238,ContainedInEdge,true,5,0,4,1
239,ContainedInEdge,true,2,0,1,1
240,ContainedInEdge,true,3,0,2,1
241,ContainedInEdge,true,2,0,1,1
242,ContainedInEdge,true,3,0,2,1
243,ContainedInEdge,true,4,0,3,1
244,ContainedInEdge,true,4,0,3,1
245,ContainedInEdge,true,3,0,2,1
246,ContainedInEdge,true,2,0,1,1
247,ContainedInEdge,true,3,0,2,1
248,ContainedInEdge,true,2,0,1,1
249,ContainedInEdge,true,3,0,2,1
250,ContainedInEdge,true,4,0,3,1
251,ContainedInEdge,true,2,0,1,1
252,ContainedInEdge,true,5,0,4,1
253,ContainedInEdge,true,2,0,1,1
254,ContainedInEdge,true,3,0,2,1
255,ContainedInEdge,true,3,0,2,1
256,ContainedInEdge,true,2,0,1,1
257,ContainedInEdge,true,2,0,1,1
258,ContainedInEdge,true,2,0,1,1
259,ContainedInEdge,true,3,0,2,1
260,ContainedInEdge,true,2,0,1,1
261,ContainedInEdge,true,2,0,1,1
262,ContainedInEdge,true,2,0,1,1
263,ContainedInEdge,true,3,0,2,1
264,ContainedInEdge,true,5,0,4,1
265,ContainedInEdge,true,2,0,1,1
266,ContainedInEdge,true,3,0,2,1
267,ContainedInEdge,true,2,0,1,1
268,ContainedInEdge,true,3,0,2,1
269,ContainedInEdge,true,2,0,1,1
270,ContainedInEdge,true,2,0,1,1
271,ContainedInEdge,true,2,0,1,1
272,ContainedInEdge,true,3,0,2,1
273,ContainedInEdge,true,3,0,2,1
274,ContainedInEdge,true,3,0,2,1
275,ContainedInEdge,true,3,0,2,1
276,ContainedInEdge,true,3,0,2,1
277,ContainedInEdge,true,2,0,1,1
278,ContainedInEdge,true,2,0,1,1
279,ContainedInEdge,true,2,0,1,1
280,ContainedInEdge,true,2,0,1,1
281,ContainedInEdge,true,2,0,1,1
282,ContainedInEdge,true,2,0,1,1
283,ContainedInEdge,true,2,0,1,1
284,ContainedInEdge,true,3,0,2,1
285,ContainedInEdge,true,4,0,3,1
286,ContainedInEdge,true,2,0,1,1
287,ContainedInEdge,true,2,0,1,1
288,ContainedInEdge,true,2,0,1,1
289,ContainedInEdge,true,3,0,2,1
290,ContainedInEdge,true,3,0,2,1
291,ContainedInEdge,true,2,0,1,1
292,ContainedInEdge,true,2,0,1,1
293,ContainedInEdge,true,2,0,1,1
294,ContainedInEdge,true,2,0,1,1
295,ContainedInEdge,true,2,0,1,1
296,ContainedInEdge,true,3,0,2,1
297,ContainedInEdge,true,3,0,2,1
298,ContainedInEdge,true,2,0,1,1
299,ContainedInEdge,true,4,0,3,1
300,ContainedInEdge,true,3,0,2,1
301,ContainedInEdge,true,2,0,1,1
302,ContainedInEdge,true,3,0,2,1
303,ContainedInEdge,true,2,0,1,1
304,ContainedInEdge,true,2,0,1,1
305,ContainedInEdge,true,2,0,1,1
306,ContainedInEdge,true,2,0,1,1
307,ContainedInEdge,true,3,0,2,1
308,ContainedInEdge,true,2,0,1,1
309,ContainedInEdge,true,2,0,1,1
310,ContainedInEdge,true,3,0,2,1
311,ContainedInEdge,true,3,0,2,1
312,ContainedInEdge,true,2,0,1,1
313,ContainedInEdge,true,2,0,1,1
314,ContainedInEdge,true,2,0,1,1
315,ContainedInEdge,true,2,0,1,1
316,ContainedInEdge,true,3,0,2,1
317,ContainedInEdge,true,3,0,2,1
318,ContainedInEdge,true,3,0,2,1
319,ContainedInEdge,true,2,0,1,1
320,ContainedInEdge,true,2,0,1,1
321,ContainedInEdge,true,3,0,2,1
322,ContainedInEdge,true,3,0,2,1
323,ContainedInEdge,true,2,0,1,1
324,ContainedInEdge,true,3,0,2,1
325,ContainedInEdge,true,2,0,1,1
326,ContainedInEdge,true,3,0,2,1
327,ContainedInEdge,true,3,0,2,1
328,ContainedInEdge,true,2,0,1,1
329,ContainedInEdge,true,2,0,1,1
330,ContainedInEdge,true,2,0,1,1
331,ContainedInEdge,true,2,0,1,1
332,ContainedInEdge,true,2,0,1,1
333,ContainedInEdge,true,2,0,1,1
334,ContainedInEdge,true,2,0,1,1
335,ContainedInEdge,true,2,0,1,1
336,ContainedInEdge,true,6,0,5,1
337,ContainedInEdge,true,2,0,1,1
338,ContainedInEdge,true,2,0,1,1
339,ContainedInEdge,true,2,0,1,1
340,ContainedInEdge,true,2,0,1,1
341,ContainedInEdge,true,2,0,1,1
342,ContainedInEdge,true,4,0,3,1
343,ContainedInEdge,true,2,0,1,1
344,ContainedInEdge,true,3,0,2,1
345,ContainedInEdge,true,2,0,1,1
346,ContainedInEdge,true,2,0,1,1
347,ContainedInEdge,true,3,0,2,1
348,ContainedInEdge,true,2,0,1,1
349,ContainedInEdge,true,2,0,1,1
350,ContainedInEdge,true,2,0,1,1
351,ContainedInEdge,true,3,0,2,1
352,ContainedInEdge,true,2,0,1,1
353,ContainedInEdge,true,2,0,1,1
354,ContainedInEdge,true,3,0,2,1
355,ContainedInEdge,true,2,0,1,1
356,ContainedInEdge,true,3,0,2,1
357,ContainedInEdge,true,2,0,1,1
358,ContainedInEdge,true,2,0,1,1
359,ContainedInEdge,true,3,0,2,1
360,ContainedInEdge,true,2,0,1,1
361,ContainedInEdge,true,3,0,2,1
362,ContainedInEdge,true,2,0,1,1
363,ContainedInEdge,true,2,0,1,1
364,ContainedInEdge,true,2,0,1,1
365,ContainedInEdge,true,2,0,1,1
366,ContainedInEdge,true,2,0,1,1
367,ContainedInEdge,true,3,0,2,1
368,ContainedInEdge,true,3,0,2,1
369,ContainedInEdge,true,3,0,2,1
370,ContainedInEdge,true,2,0,1,1
371,ContainedInEdge,true,2,0,1,1
372,ContainedInEdge,true,3,0,2,1
373,ContainedInEdge,true,3,0,2,1
374,ContainedInEdge,true,2,0,1,1
375,ContainedInEdge,true,2,0,1,1
376,ContainedInEdge,true,2,0,1,1
377,ContainedInEdge,true,2,0,1,1
378,ContainedInEdge,true,2,0,1,1
379,ContainedInEdge,true,2,0,1,1
380,ContainedInEdge,true,2,0,1,1
381,ContainedInEdge,true,3,0,2,1
382,ContainedInEdge,true,3,0,2,1
383,ContainedInEdge,true,3,0,2,1
384,ContainedInEdge,true,4,0,3,1
385,ContainedInEdge,true,2,0,1,1
386,ContainedInEdge,true,3,0,2,1
387,ContainedInEdge,true,2,0,1,1
388,ContainedInEdge,true,2,0,1,1
389,ContainedInEdge,true,2,0,1,1
390,ContainedInEdge,true,2,0,1,1
391,ContainedInEdge,true,4,0,3,1
392,ContainedInEdge,true,3,0,2,1
393,ContainedInEdge,true,2,0,1,1
394,ContainedInEdge,true,2,0,1,1
395,ContainedInEdge,true,2,0,1,1
396,ContainedInEdge,true,2,0,1,1
397,ContainedInEdge,true,2,0,1,1
398,ContainedInEdge,true,3,0,2,1
399,ContainedInEdge,true,2,0,1,1
400,ContainedInEdge,true,2,0,1,1
401,ContainedInEdge,true,2,0,1,1
402,ContainedInEdge,true,2,0,1,1
403,ContainedInEdge,true,2,0,1,1
404,ContainedInEdge,true,2,0,1,1
405,ContainedInEdge,true,2,0,1,1
406,ContainedInEdge,true,2,0,1,1
407,ContainedInEdge,true,2,0,1,1
408,ContainedInEdge,true,2,0,1,1
409,ContainedInEdge,true,2,0,1,1
410,ContainedInEdge,true,2,0,1,1
411,ContainedInEdge,true,2,0,1,1
412,ContainedInEdge,true,2,0,1,1
413,ContainedInEdge,true,2,0,1,1
414,ContainedInEdge,true,2,0,1,1
415,ContainedInEdge,true,2,0,1,1
416,ContainedInEdge,true,3,0,2,1
417,ContainedInEdge,true,3,0,2,1
418,ContainedInEdge,true,2,0,1,1
419,ContainedInEdge,true,3,0,2,1
420,ContainedInEdge,true,3,0,2,1
421,ContainedInEdge,true,3,0,2,1
422,ContainedInEdge,true,2,0,1,1
423,ContainedInEdge,true,5,0,4,1
424,ContainedInEdge,true,4,0,3,1
425,ContainedInEdge,true,2,0,1,1
426,ContainedInEdge,true,4,0,3,1
427,ContainedInEdge,true,3,0,2,1
428,ContainedInEdge,true,2,0,1,1
429,ContainedInEdge,true,4,0,3,1
430,ContainedInEdge,true,4,0,3,1
431,ContainedInEdge,true,4,0,3,1
432,ContainedInEdge,true,2,0,1,1
433,ContainedInEdge,true,4,0,3,1
434,ContainedInEdge,true,3,0,2,1
435,ContainedInEdge,true,5,0,4,1
436,ContainedInEdge,true,3,0,2,1
437,ContainedInEdge,true,2,0,1,1
438,ContainedInEdge,true,3,0,2,1
439,ContainedInEdge,true,2,0,1,1
440,ContainedInEdge,true,3,0,2,1
441,ContainedInEdge,true,2,0,1,1
442,ContainedInEdge,true,3,0,2,1
443,ContainedInEdge,true,3,0,2,1
444,ContainedInEdge,true,3,0,2,1
445,ContainedInEdge,true,2,0,1,1
446,ContainedInEdge,true,3,0,2,1
447,ContainedInEdge,true,3,0,2,1
448,ContainedInEdge,true,2,0,1,1
449,ContainedInEdge,true,2,0,1,1
450,ContainedInEdge,true,3,0,2,1
451,ContainedInEdge,true,4,0,3,1
452,ContainedInEdge,true,2,0,1,1
453,ContainedInEdge,true,2,0,1,1
454,ContainedInEdge,true,3,0,2,1
455,ContainedInEdge,true,2,0,1,1
456,ContainedInEdge,true,2,0,1,1
457,ContainedInEdge,true,2,0,1,1
458,ContainedInEdge,true,2,0,1,1
459,ContainedInEdge,true,2,0,1,1
460,ContainedInEdge,true,2,0,1,1
461,ContainedInEdge,true,2,0,1,1
462,ContainedInEdge,true,2,0,1,1
463,ContainedInEdge,true,2,0,1,1
464,ContainedInEdge,true,2,0,1,1
465,ContainedInEdge,true,2,0,1,1
466,ContainedInEdge,true,2,0,1,1
467,ContainedInEdge,true,2,0,1,1
468,ContainedInEdge,true,2,0,1,1
469,ContainedInEdge,true,2,0,1,1
470,ContainedInEdge,true,2,0,1,1
471,ContainedInEdge,true,2,0,1,1
472,ContainedInEdge,true,2,0,1,1
473,ContainedInEdge,true,2,0,1,1
474,ContainedInEdge,true,2,0,1,1
475,ContainedInEdge,true,2,0,1,1
476,ContainedInEdge,true,3,0,2,1
477,ContainedInEdge,true,2,0,1,1
478,ContainedInEdge,true,2,0,1,1
479,ContainedInEdge,true,2,0,1,1
480,ContainedInEdge,true,2,0,1,1
481,ContainedInEdge,true,3,0,2,1
482,ContainedInEdge,true,4,0,3,1
483,ContainedInEdge,true,2,0,1,1
484,ContainedInEdge,true,2,0,1,1
485,ContainedInEdge,true,2,0,1,1
486,ContainedInEdge,true,2,0,1,1
487,ContainedInEdge,true,2,0,1,1
488,ContainedInEdge,true,2,0,1,1
489,ContainedInEdge,true,3,0,2,1
490,ContainedInEdge,true,4,0,3,1
491,ContainedInEdge,true,2,0,1,1
492,ContainedInEdge,true,2,0,1,1
493,ContainedInEdge,true,3,0,2,1
494,ContainedInEdge,true,2,0,1,1
495,ContainedInEdge,true,2,0,1,1
496,ContainedInEdge,true,2,0,1,1
497,ContainedInEdge,true,2,0,1,1
498,ContainedInEdge,true,2,0,1,1
499,ContainedInEdge,true,2,0,1,1
500,ContainedInEdge,true,2,0,1,1
501,ContainedInEdge,true,2,0,1,1
502,ContainedInEdge,true,2,0,1,1
503,ContainedInEdge,true,2,0,1,1
504,ContainedInEdge,true,2,0,1,1
505,ContainedInEdge,true,2,0,1,1
506,ContainedInEdge,true,2,0,1,1
507,ContainedInEdge,true,2,0,1,1
508,ContainedInEdge,true,2,0,1,1
509,ContainedInEdge,true,2,0,1,1
510,ContainedInEdge,true,2,0,1,1
511,ContainedInEdge,true,2,0,1,1
512,ContainedInEdge,true,2,0,1,1
513,ContainedInEdge,true,3,0,2,1
514,ContainedInEdge,true,2,0,1,1
515,ContainedInEdge,true,3,0,2,1
516,ContainedInEdge,true,4,0,3,1
517,ContainedInEdge,true,2,0,1,1
518,ContainedInEdge,true,2,0,1,1
519,ContainedInEdge,true,2,0,1,1
520,ContainedInEdge,true,2,0,1,1
521,ContainedInEdge,true,2,0,1,1
522,ContainedInEdge,true,2,0,1,1
523,ContainedInEdge,true,2,0,1,1
524,ContainedInEdge,true,3,0,2,1
525,ContainedInEdge,true,2,0,1,1
526,ContainedInEdge,true,2,0,1,1
527,ContainedInEdge,true,2,0,1,1
528,ContainedInEdge,true,2,0,1,1
529,ContainedInEdge,true,2,0,1,1
530,ContainedInEdge,true,3,0,2,1
531,ContainedInEdge,true,2,0,1,1
532,ContainedInEdge,true,2,0,1,1
533,ContainedInEdge,true,2,0,1,1
534,ContainedInEdge,true,2,0,1,1
535,ContainedInEdge,true,3,0,2,1
536,ContainedInEdge,true,3,0,2,1
537,ContainedInEdge,true,2,0,1,1
538,ContainedInEdge,true,2,0,1,1
539,ContainedInEdge,true,2,0,1,1
540,ContainedInEdge,true,2,0,1,1
541,ContainedInEdge,true,2,0,1,1
542,ContainedInEdge,true,2,0,1,1
543,ContainedInEdge,true,3,0,2,1
544,ContainedInEdge,true,2,0,1,1
545,ContainedInEdge,true,2,0,1,1
546,ContainedInEdge,true,2,0,1,1
547,ContainedInEdge,true,2,0,1,1
548,ContainedInEdge,true,2,0,1,1
549,ContainedInEdge,true,4,0,3,1
550,ContainedInEdge,true,2,0,1,1
551,ContainedInEdge,true,3,0,2,1
552,ContainedInEdge,true,2,0,1,1
553,ContainedInEdge,true,3,0,2,1
554,ContainedInEdge,true,2,0,1,1
555,ContainedInEdge,true,2,0,1,1
556,ContainedInEdge,true,3,0,2,1
557,ContainedInEdge,true,2,0,1,1
558,ContainedInEdge,true,2,0,1,1
559,ContainedInEdge,true,2,0,1,1
560,ContainedInEdge,true,3,0,2,1
561,ContainedInEdge,true,3,0,2,1
562,ContainedInEdge,true,4,0,3,1
563,ContainedInEdge,true,4,0,3,1
564,ContainedInEdge,true,2,0,1,1
565,ContainedInEdge,true,2,0,1,1
566,ContainedInEdge,true,2,0,1,1
567,ContainedInEdge,true,3,0,2,1
568,ContainedInEdge,true,2,0,1,1
569,ContainedInEdge,true,2,0,1,1
570,ContainedInEdge,true,2,0,1,1
571,ContainedInEdge,true,2,0,1,1
572,ContainedInEdge,true,3,0,2,1
573,ContainedInEdge,true,3,0,2,1
574,ContainedInEdge,true,2,0,1,1
575,ContainedInEdge,true,2,0,1,1
576,ContainedInEdge,true,2,0,1,1
577,ContainedInEdge,true,3,0,2,1
578,ContainedInEdge,true,3,0,2,1
579,ContainedInEdge,true,2,0,1,1
580,ContainedInEdge,true,2,0,1,1
581,ContainedInEdge,true,2,0,1,1
582,ContainedInEdge,true,3,0,2,1
583,ContainedInEdge,true,2,0,1,1
584,ContainedInEdge,true,2,0,1,1
585,ContainedInEdge,true,2,0,1,1
586,ContainedInEdge,true,2,0,1,1
587,ContainedInEdge,true,2,0,1,1
588,ContainedInEdge,true,2,0,1,1
589,ContainedInEdge,true,2,0,1,1
590,ContainedInEdge,true,3,0,2,1
591,ContainedInEdge,true,2,0,1,1
592,ContainedInEdge,true,2,0,1,1
593,ContainedInEdge,true,3,0,2,1
594,ContainedInEdge,true,2,0,1,1
595,ContainedInEdge,true,2,0,1,1
596,ContainedInEdge,true,2,0,1,1
597,ContainedInEdge,true,2,0,1,1
598,ContainedInEdge,true,2,0,1,1
599,ContainedInEdge,true,3,0,2,1
600,ContainedInEdge,true,2,0,1,1
601,ContainedInEdge,true,2,0,1,1
602,ContainedInEdge,true,3,0,2,1
603,ContainedInEdge,true,2,0,1,1
604,ContainedInEdge,true,2,0,1,1
605,ContainedInEdge,true,3,0,2,1
606,ContainedInEdge,true,2,0,1,1
607,ContainedInEdge,true,3,0,2,1
608,ContainedInEdge,true,2,0,1,1
609,ContainedInEdge,true,2,0,1,1
610,ContainedInEdge,true,2,0,1,1
611,ContainedInEdge,true,3,0,2,1
612,ContainedInEdge,true,4,0,3,1
613,ContainedInEdge,true,2,0,1,1
614,ContainedInEdge,true,3,0,2,1
615,ContainedInEdge,true,2,0,1,1
616,ContainedInEdge,true,3,0,2,1
617,ContainedInEdge,true,3,0,2,1
618,ContainedInEdge,true,2,0,1,1
619,ContainedInEdge,true,3,0,2,1
620,ContainedInEdge,true,3,0,2,1
621,ContainedInEdge,true,3,0,2,1
622,ContainedInEdge,true,4,0,3,1
623,ContainedInEdge,true,3,0,2,1
624,ContainedInEdge,true,2,0,1,1
625,ContainedInEdge,true,2,0,1,1
626,ContainedInEdge,true,3,0,2,1
627,ContainedInEdge,true,2,0,1,1
628,ContainedInEdge,true,3,0,2,1
629,ContainedInEdge,true,2,0,1,1
630,ContainedInEdge,true,2,0,1,1
631,ContainedInEdge,true,2,0,1,1
632,ContainedInEdge,true,2,0,1,1
633,ContainedInEdge,true,3,0,2,1
634,ContainedInEdge,true,2,0,1,1
635,ContainedInEdge,true,3,0,2,1
636,ContainedInEdge,true,3,0,2,1
637,ContainedInEdge,true,3,0,2,1
638,ContainedInEdge,true,2,0,1,1
639,ContainedInEdge,true,2,0,1,1
640,ContainedInEdge,true,2,0,1,1
641,ContainedInEdge,true,2,0,1,1
642,ContainedInEdge,true,4,0,3,1
643,ContainedInEdge,true,2,0,1,1
644,ContainedInEdge,true,3,0,2,1
645,ContainedInEdge,true,2,0,1,1
646,ContainedInEdge,true,2,0,1,1
647,ContainedInEdge,true,3,0,2,1
648,ContainedInEdge,true,2,0,1,1
649,ContainedInEdge,true,2,0,1,1
650,ContainedInEdge,true,2,0,1,1
651,ContainedInEdge,true,2,0,1,1
652,ContainedInEdge,true,2,0,1,1
653,ContainedInEdge,true,2,0,1,1
654,ContainedInEdge,true,2,0,1,1
655,ContainedInEdge,true,2,0,1,1
656,ContainedInEdge,true,2,0,1,1
657,ContainedInEdge,true,3,0,2,1
658,ContainedInEdge,true,3,0,2,1
659,ContainedInEdge,true,4,0,3,1
660,ContainedInEdge,true,4,0,3,1
661,ContainedInEdge,true,3,0,2,1
662,ContainedInEdge,true,3,0,2,1
663,ContainedInEdge,true,2,0,1,1
664,ContainedInEdge,true,2,0,1,1
